Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.318450648856754,82,10,66,7,0,0,0.6865479092270889,0.6619553457259946,0.0,464.1141155878308,107.47236759801764
"[4.50, 4.80)",4.65,4.6515562525630605,60,3,60,0,1,0,0.7092019330882547,0.6652438709080615,0.8450890000520412,368.5318050754716,79.22763588474425
"[4.80, 5.10)",4.949999999999999,4.953520719909511,26,0,38,1,2,0,0.6775508929006144,0.6702020098805834,0.514767034104868,103.85391098517194,20.965676103413795
"[5.10, 5.40)",5.25,5.270704331157504,23,0,25,0,0,0,0.6775439730179685,0.6798257301715729,0.0,175.38596205787076,33.2756214422967
"[5.40, 5.70)",5.550000000000001,5.533433452935405,11,0,17,0,0,0,0.6645193465098151,0.7135027603163583,0.0,83.17308003975626,15.031007555649587
"[5.70, 6.00)",5.85,5.873773610514021,10,0,4,0,0,0,0.6765545620674626,0.6064985975266426,0.0,96.32343491752357,16.398901507730088
"[6.00, 6.30)",6.15,6.175620627015681,4,0,1,0,0,0,0.7422748170410192,0.6104299651621375,0.0,40.34185025911551,6.532436607688835
"[6.30, 6.60)",6.449999999999999,6.373796134432222,7,0,6,0,0,0,0.6993047964503925,0.662567058382126,0.0,66.5140440084408,10.435546196578482
"[6.60, 6.90)",6.75,6.732080939098809,5,0,2,0,0,0,0.7422148313819297,0.7667733690617913,0.0,43.625129779686006,6.480184979107795
"[6.90, 7.50)",7.2,7.209812030656438,4,0,1,0,0,0,0.3097442954618803,0.5463819776509167,0.0,52.43109865495534,7.272186630111299
"[7.50, 8.70)",8.1,7.560504759725476,1,0,0,0,0,0,0.0,0.4286480719810732,0.0,17.638023483421403,2.3329161271583994
