Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.313414755814168,41,3,34,1,2,0,0.6653428199692931,0.7071526808297915,0.5991382184793402,165.54127713393035,38.37824241473483
"[4.50, 4.80)",4.65,4.606825997208879,19,0,22,2,0,1,0.6711662251227855,0.7065299902577471,0.4101397421450058,170.9773669918362,37.1139190183058
"[4.80, 5.10)",4.949999999999999,4.920719650488579,19,0,19,0,0,0,0.692332619876816,0.6098380302767188,0.0,151.27202295929018,30.74184950655955
"[5.10, 5.40)",5.25,5.199552799485697,13,0,6,0,0,0,0.6487501905051906,0.6634449600912741,0.0,101.15826164864136,19.455185003342446
"[5.40, 5.70)",5.550000000000001,5.500235567367234,3,0,10,0,0,0,0.66831797892918,0.6759179557764466,0.0,23.17086292198284,4.212703735719069
"[5.70, 6.00)",5.85,5.891078562636885,4,0,3,0,0,0,0.7230703213947968,0.7851524727786363,0.0,29.643716979017817,5.031967688740022
"[6.00, 6.30)",6.15,6.198832337441283,4,0,2,0,0,0,0.6465905490970474,0.7469090150011469,0.0,32.908031374159755,5.308746806296641
"[6.30, 6.60)",6.449999999999999,6.274377564031161,1,0,2,0,1,0,0.7875859268804827,0.6935968985531142,0.6603113840654908,-32.78294929674523,-5.2248926626090455
"[6.60, 6.90)",6.75,6.879036687043938,0,0,1,0,0,0,0.6847355510945436,0.0,0.0,-0.15154046628942647,-0.022029315031105973
"[6.90, 7.50)",7.2,7.165773725098243,1,0,0,0,0,0,0.0,0.7117849717298901,0.0,10.067329333580716,1.4049186758883727
"[7.50, 8.70)",8.1,8.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
