Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.3503820637523765,118,11,110,12,1,0,0.7066554031028842,0.6366105913243427,0.6984893812797619,694.8415835411728,159.7196690678346
"[4.50, 4.80)",4.65,4.624711562548591,103,12,87,12,2,0,0.6953070999389948,0.678851004441895,0.7207632062325919,556.2516389186591,120.2781257588569
"[4.80, 5.10)",4.949999999999999,4.92912745240749,63,4,62,5,0,0,0.6941543035602293,0.679067210416768,0.0,422.1563807183319,85.64525563487747
"[5.10, 5.40)",5.25,5.221399897191849,58,3,38,3,1,0,0.6885533025517743,0.6742635536406231,0.5499351152397126,380.3529705540307,72.84501820260704
"[5.40, 5.70)",5.550000000000001,5.536610088524636,20,1,26,3,0,0,0.6844537432833563,0.7131397091266163,0.0,144.70408251912846,26.135862956838338
"[5.70, 6.00)",5.85,5.824654119606391,19,1,22,1,1,0,0.6878960175898553,0.6622135172978673,0.7941358950579562,123.53922310405007,21.20970972133851
"[6.00, 6.30)",6.15,6.162660847346902,13,1,13,2,0,0,0.7006441380451585,0.7522037273953059,0.0,96.85425445740213,15.716304508157224
"[6.30, 6.60)",6.449999999999999,6.421313329737583,7,0,8,0,0,0,0.6306657078974386,0.6986588484582336,0.0,63.10771819243291,9.827852177867781
"[6.60, 6.90)",6.75,6.687006679846817,4,0,8,0,0,0,0.7046809208304928,0.5756868994013358,0.0,45.31767697773082,6.776974982589509
"[6.90, 7.50)",7.2,7.200748560173001,2,0,2,0,0,0,0.7563203182575129,0.5852427088069257,0.0,24.320507051016254,3.377497054338465
"[7.50, 8.70)",8.1,7.818740038796773,5,0,2,0,0,0,0.6510616965875493,0.6471240511222258,0.0,60.049146676587846,7.680156441910405
