Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.261072016596459,26,2,2,0,0.7264567885941594,0.7259821741404856,0.7586828954531406,37.482185584859266,8.796421519953153
"[4.50, 4.80)",4.65,4.667167720887121,18,2,0,0,0.7432572934362441,0.6869845288153826,0.0,100.46949312660792,21.526865785639902
"[4.80, 5.10)",4.949999999999999,4.970091818245473,12,1,0,0,0.7282311364348487,0.7635768028502519,0.0,75.07370567585083,15.105094316417102
"[5.10, 5.40)",5.25,5.185230498557673,2,0,0,0,0.6738431408842022,0.7606223754696664,0.0,15.390022347793664,2.9680498006934433
"[5.40, 5.70)",5.550000000000001,5.544675406845705,5,0,0,0,0.7487193967886877,0.6390750154746273,0.0,37.02772647955445,6.678069275946858
"[5.70, 6.00)",5.85,5.884714123286729,2,0,0,0,0.6901739949153308,0.8210027706823134,0.0,17.052842230048537,2.897819991385442
"[6.00, 6.30)",6.15,6.175759036224873,3,0,0,0,0.7357705940331735,0.6704729198132653,0.0,25.18077952411249,4.0773578399692605
"[6.30, 6.60)",6.449999999999999,6.589338434067499,1,0,0,0,0.5223294026511649,0.7008264590443909,0.0,12.615292956173398,1.9145006865865544
"[6.60, 6.90)",6.75,6.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
"[6.90, 7.50)",7.2,7.041537782176016,2,0,0,0,0.8192092431415346,0.6734769813135946,0.0,17.191060382016346,2.4413787036024206
"[7.50, 8.70)",8.1,8.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
