Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.34558509126988,663,64,609,40,16,3,0.5058761346236652,0.5009310999534119,0.5563779005400494,4919.332021839659,1132.0298460436122
"[4.50, 4.80)",4.65,4.641571904269831,497,23,386,25,20,0,0.514635967034166,0.4966455675720392,0.5170618402350843,4017.6504645756595,865.5797103735009
"[4.80, 5.10)",4.949999999999999,4.939537071107599,329,10,282,12,7,1,0.5072412745887523,0.4978114723075206,0.5795092143070065,3023.350137246459,612.0715552335208
"[5.10, 5.40)",5.25,5.257081965724964,219,8,208,9,6,0,0.5154971643363994,0.4968085652763013,0.5193783524534284,2079.9246654428666,395.6424265407169
"[5.40, 5.70)",5.550000000000001,5.533589032520503,161,5,152,2,8,0,0.5260801704708694,0.5096086211215809,0.5227986430271799,1498.8732547556344,270.8681916829863
"[5.70, 6.00)",5.85,5.8470640608376785,93,2,78,1,3,0,0.5194790189993626,0.5078870606340956,0.5362762323926167,968.5923420466544,165.65447752386848
"[6.00, 6.30)",6.15,6.144200174139758,67,1,42,1,2,0,0.5051721268354212,0.5153919887626551,0.6150325591311301,738.9700834562183,120.27116020185338
"[6.30, 6.60)",6.449999999999999,6.410258477484805,32,0,38,0,1,0,0.5398559917714343,0.5043100499270303,0.6484227477300456,380.1356307636266,59.30113927524191
"[6.60, 6.90)",6.75,6.7445462697171745,32,0,16,0,0,0,0.5432446895186694,0.5142117313102406,0.0,416.86253424730444,61.80735035046103
"[6.90, 7.50)",7.2,7.147649827749899,19,2,14,0,0,0,0.5374279584783359,0.482714571539771,0.0,249.04298400466809,34.842639189987786
"[7.50, 8.70)",8.1,8.079130504763118,5,0,10,0,0,0,0.512801304618795,0.5215146465833118,0.0,75.19119626511451,9.3068426386707
