Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.346066989660751,552,84,540,81,30,3,0.5122256085288539,0.49134868274569116,0.5124054748474527,3617.385903918127,832.3355145062998
"[4.50, 4.80)",4.65,4.653325644641755,514,66,487,62,23,3,0.5128306305509741,0.49389534945570573,0.4882979272171267,3777.488181823338,811.7824692052376
"[4.80, 5.10)",4.949999999999999,4.942767555699397,419,31,384,26,9,2,0.5115060219699703,0.49170932485858126,0.5025850229764617,3710.356072878487,750.6636780036636
"[5.10, 5.40)",5.25,5.239943189941825,294,11,273,11,8,2,0.5009069575799595,0.4903265634196715,0.5542133454185653,2869.4148129444347,547.6041836583903
"[5.40, 5.70)",5.550000000000001,5.5536314981808,189,12,188,7,7,0,0.5089760447080927,0.5084707080088791,0.47906976903699255,1739.6467419353557,313.2448997570708
"[5.70, 6.00)",5.85,5.848125587140791,128,3,93,4,3,0,0.5013966953813768,0.5049756583244517,0.5005943200908101,1361.3532608132919,232.7845461812101
"[6.00, 6.30)",6.15,6.127017497122227,85,6,60,2,0,0,0.5189337736664316,0.5259006663610419,0.0,910.5369555695822,148.61014449481308
"[6.30, 6.60)",6.449999999999999,6.431098699717831,50,0,45,0,2,0,0.5381831006308728,0.48847602157562325,0.4432831644310603,591.4854906752505,91.97269678059868
"[6.60, 6.90)",6.75,6.732318506710408,33,0,25,0,0,0,0.5009915652762899,0.5018858274823876,0.0,437.8291265598781,65.03392941428334
"[6.90, 7.50)",7.2,7.1417972482490315,21,0,19,0,0,0,0.5317771515899046,0.5074929686271838,0.0,291.8548236747318,40.86573918718939
"[7.50, 8.70)",8.1,7.7795407453169965,10,0,9,0,0,0,0.5118493952319411,0.5005626382168069,0.0,153.4475192243783,19.724495860086368
