Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.369537353515625,2,1,0,0,0.8731037049386632,0.3552024246715192,0.0,5.004602922653491,1.1453393157577443
"[4.50, 4.80)",4.65,4.624998544629598,39,5,4,1,0.5107178962397786,0.5020984405042456,0.4783945283201496,180.41418199264513,39.008484057175835
"[4.80, 5.10)",4.949999999999999,4.942387210102655,83,21,4,2,0.4908207524756481,0.46216749385889194,0.646070145581262,557.0660849862469,112.7119469408542
"[5.10, 5.40)",5.25,5.250136045425429,97,17,6,1,0.505703241290459,0.4860239556642001,0.44413204708905674,570.7457844493933,108.71066568773927
"[5.40, 5.70)",5.550000000000001,5.524396832978744,78,17,3,0,0.5206509828418001,0.4943599252224591,0.4748631780778953,493.83446623702014,89.39156276554911
"[5.70, 6.00)",5.85,5.86654800121207,54,4,4,0,0.5071662792800012,0.4778026150949071,0.4600508717300826,354.1571992677867,60.36892550689355
"[6.00, 6.30)",6.15,6.079708615803478,39,2,2,1,0.5131804692936306,0.47864521346681865,0.4468993273593385,378.5451549741658,62.263700268493594
"[6.30, 6.60)",6.449999999999999,6.414569411224429,25,0,1,0,0.46118034295797605,0.45214495074164407,0.6373141703499402,303.4842824656262,47.3117154106368
"[6.60, 6.90)",6.75,6.72462542851766,5,2,0,0,0.3954967438015368,0.4983230293022328,0.0,51.00895671514398,7.585397470441431
"[6.90, 7.50)",7.2,7.125420570373536,7,0,0,0,0.4657719570425773,0.5039892657007395,0.0,107.08661875934985,15.02881376639022
"[7.50, 8.70)",8.1,7.731409629185994,6,0,0,0,0.4423263149535413,0.568897406527784,0.0,104.87383681883875,13.564646273939628
