Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.344796357964505,477,42,17,4,0.5119260091100108,0.4987400405805142,0.5778138183960487,3262.238849277918,750.8381476378896
"[4.50, 4.80)",4.65,4.634918053952592,379,14,6,1,0.5192573096263318,0.5034143209326525,0.5270762460463239,3064.744180444797,661.2294208375976
"[4.80, 5.10)",4.949999999999999,4.950972548498394,241,7,5,0,0.5207458496502928,0.5063181854586009,0.5199957101980395,2015.4918546033732,407.09008883813385
"[5.10, 5.40)",5.25,5.246962606284455,153,4,2,0,0.5315709006940911,0.5004381035802223,0.4518997075513964,1368.657378596438,260.84755720522065
"[5.40, 5.70)",5.550000000000001,5.524572753163642,90,3,3,0,0.5124611012036503,0.49761515910393433,0.5338696785884721,801.4429976394892,145.06877426504042
"[5.70, 6.00)",5.85,5.829797283601702,59,0,3,0,0.524888344207481,0.5356655704216502,0.5061467636252233,503.4132433327693,86.35175784735965
"[6.00, 6.30)",6.15,6.121594740144382,42,0,4,0,0.541857050718336,0.5133929351356521,0.6458596602031292,307.8439093430924,50.28818835789702
"[6.30, 6.60)",6.449999999999999,6.419459898957192,22,0,1,0,0.5525202730857609,0.4889481658362596,0.49257580200491835,198.32223913589195,30.893913546855924
"[6.60, 6.90)",6.75,6.696916162967682,16,0,0,0,0.5422786775828268,0.5189323713774314,0.0,197.5933464415386,29.50512469219516
"[6.90, 7.50)",7.2,7.185190779822214,14,0,0,0,0.5412237919578529,0.5206102763890479,0.0,185.8615094388617,25.867303337415425
"[7.50, 8.70)",8.1,7.798623847961426,5,0,0,0,0.5069749764162044,0.5302971450535808,0.0,76.91330155079582,9.862419710228888
