Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.416075706481934,1,0,0,0,0.6494423005535318,0.5372552431127621,0.0,6.799796845259432,1.539782670681724
"[4.50, 4.80)",4.65,4.739711523056032,9,1,0,0,0.5549245046007105,0.5739227623865202,0.0,68.32946080067501,14.416375441477946
"[4.80, 5.10)",4.949999999999999,5.033207287788342,41,9,3,1,0.5341601815842759,0.529566647901559,0.3638521406715841,179.91631090165308,35.74585758432188
"[5.10, 5.40)",5.25,5.249693600021942,72,7,5,1,0.46730134039953264,0.48608229399010583,0.4028278057516736,501.08043395397965,95.44946279376863
"[5.40, 5.70)",5.550000000000001,5.498902291619311,66,8,6,1,0.48538729330200536,0.4645308135830512,0.38237757087732505,341.01693896553667,62.01545706408876
"[5.70, 6.00)",5.85,5.8255953736941155,37,1,3,1,0.4969761125607226,0.5245457474529985,0.40566058432365565,295.74768990600717,50.76694671268736
"[6.00, 6.30)",6.15,6.1795328269841185,27,1,1,0,0.4715015223655899,0.4718445729206484,0.3953843582123871,272.05880958915805,44.025789199008855
"[6.30, 6.60)",6.449999999999999,6.433127596921613,15,0,0,1,0.4762613028292107,0.4536901622488399,0.38950312581264634,275.21158177034283,42.780370453407045
"[6.60, 6.90)",6.75,6.749356547991435,12,0,0,0,0.49908813061677054,0.5238886097252582,0.0,162.28051441697758,24.04384970079425
"[6.90, 7.50)",7.2,7.1707521014743385,9,0,0,0,0.4362190111341857,0.5022935231189757,0.0,147.94579618497377,20.63183806822097
"[7.50, 8.70)",8.1,7.914005756378173,1,0,0,0,0.45124218529232446,0.0,0.0,17.53826662117441,2.2161048603028513
