Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.391785425417832,363,58,23,3,0.5143038287512041,0.5159268389863914,0.49079602577170894,1817.8253041986527,413.9148724520633
"[4.50, 4.80)",4.65,4.6523194382455975,402,64,18,7,0.5071028285810044,0.5024110706442183,0.5445031590953279,2687.797169113214,577.7327212352361
"[4.80, 5.10)",4.949999999999999,4.948495748713789,315,27,12,3,0.5042321592939853,0.5040827584957731,0.6069338833458071,2503.8659285159874,505.9852641414901
"[5.10, 5.40)",5.25,5.243770195802285,243,28,6,0,0.502236827534683,0.501048998249624,0.4093862783040502,1906.9659069405504,363.66313467876694
"[5.40, 5.70)",5.550000000000001,5.554514651964228,180,11,7,1,0.49085795061449716,0.4940546125438917,0.5239973935106984,1632.8272798818407,293.9639882495275
"[5.70, 6.00)",5.85,5.839103774240346,89,8,0,1,0.5157627419430838,0.5038878792296789,0.44277571850678715,974.9916423201719,166.9762484135703
"[6.00, 6.30)",6.15,6.14367569287618,60,0,1,1,0.5234611548313193,0.4989252179381776,0.0,704.1984647196133,114.62168576641464
"[6.30, 6.60)",6.449999999999999,6.473364929863237,38,3,2,0,0.5449729001711837,0.5106387356356192,0.4356210301819146,285.1044538340264,44.04269756502818
"[6.60, 6.90)",6.75,6.754508312395748,26,1,1,0,0.5265201482029096,0.5129932238221725,0.5484818423144079,266.5836097066739,39.467507829910375
"[6.90, 7.50)",7.2,7.106843388598897,24,1,0,0,0.5307698209207414,0.5144530776777579,0.0,307.9628710883005,43.33328515193507
"[7.50, 8.70)",8.1,7.598160505294799,2,0,0,0,0.4214843334826826,0.4456086474882331,0.0,36.05429621790193,4.74513485109684
