Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.49036292023297,1,0,1,0,0,0,0.6494423005535318,0.5372552431127621,0.0,8.25847427473718,1.8391551911150896
"[4.50, 4.80)",4.65,4.649092355265091,7,3,9,1,0,0,0.5549245046007105,0.5739227623865202,0.0,31.437753341570218,6.762127086154141
"[4.80, 5.10)",4.949999999999999,4.99531201868417,38,3,41,9,3,1,0.5341601815842759,0.529566647901559,0.3638521406715841,269.9551358329372,54.04169645924277
"[5.10, 5.40)",5.25,5.236795660935168,48,8,72,7,5,1,0.46730134039953264,0.48608229399010583,0.4028278057516736,314.6159901798438,60.07795807783357
"[5.40, 5.70)",5.550000000000001,5.5144735907863724,54,5,66,8,6,1,0.48538729330200536,0.4645308135830512,0.38237757087732505,425.4324710191045,77.14833773615682
"[5.70, 6.00)",5.85,5.826175088663368,39,7,37,1,3,1,0.4969761125607226,0.5245457474529985,0.40566058432365565,290.88828844000835,49.9278315555641
"[6.00, 6.30)",6.15,6.148716260044014,36,3,27,1,1,0,0.4715015223655899,0.4718445729206484,0.3953843582123871,393.49875153323006,63.99689543169996
"[6.30, 6.60)",6.449999999999999,6.437928512902989,22,1,15,0,0,1,0.4762613028292107,0.4536901622488399,0.38950312581264634,328.7173336984274,51.05948800761105
"[6.60, 6.90)",6.75,6.7282854073046146,6,0,12,0,0,0,0.49908813061677054,0.5238886097252582,0.0,74.72988808151877,11.10682492754955
"[6.90, 7.50)",7.2,7.134209895329112,14,0,9,0,0,0,0.4362190111341857,0.5022935231189757,0.0,196.72766925619436,27.57525670572088
"[7.50, 8.70)",8.1,7.914005756378172,0,0,1,0,0,0,0.45124218529232446,0.0,0.0,-0.2523759180848141,-0.031889781970579886
