Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.365844882952406,204,37,184,48,12,4,0.5219229994094544,0.5156041210088104,0.5382000205409839,1265.6035549330493,289.88743046619277
"[4.50, 4.80)",4.65,4.663391657027084,294,48,284,44,20,5,0.5004845660993406,0.5055638583004858,0.4545767143228512,1923.7497596934672,412.5215939764878
"[4.80, 5.10)",4.949999999999999,4.937469333973337,323,21,273,39,7,8,0.5131597113982359,0.4883070001556088,-0.4679931956172676,3021.245192606637,611.9015609511332
"[5.10, 5.40)",5.25,5.244457448190973,248,21,208,21,10,2,0.4960548107975458,0.49542463902958284,0.4931999265802057,2201.375957438916,419.75284940070594
"[5.40, 5.70)",5.550000000000001,5.532713993439628,165,7,144,11,3,0,0.49820812569689954,0.5040721292007369,0.49005367371946984,1644.020944370873,297.1454780276475
"[5.70, 6.00)",5.85,5.8410045688653485,126,5,106,7,2,1,0.5132484899266798,0.4817919064635285,0.38509306100060214,1419.8585033247484,243.08464179143158
"[6.00, 6.30)",6.15,6.122728334307127,77,2,56,1,4,0,0.5145758881583388,0.5184412558016724,0.4716658145438939,770.6374871657302,125.86504660800678
"[6.30, 6.60)",6.449999999999999,6.410267316788708,47,1,46,1,1,1,0.5255955083116285,0.5078963448879813,0.0,572.6780838577887,89.33762908107207
"[6.60, 6.90)",6.75,6.7394883773388905,18,0,21,1,1,0,0.5378216084498726,0.5678345771279943,0.5570012758833887,185.40369724748615,27.510055195123496
"[6.90, 7.50)",7.2,7.083660332207919,18,0,10,1,1,0,0.5164068532184178,0.48412235211507615,0.4948701496436756,232.46385554926363,32.816911687916374
"[7.50, 8.70)",8.1,7.719915092983109,6,0,6,0,0,0,0.5576141763452114,0.542689921248962,0.0,84.15632971855815,10.901198873942368
