Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.353468067784464,626,97,624,83,31,4,0.5183035163797005,0.5087268673926755,0.48084389742835315,3964.009991091505,910.540729682862
"[4.50, 4.80)",4.65,4.643152988511759,577,48,542,44,16,0,0.5044446965466549,0.49711481894134485,0.554066783142041,4602.095999065305,991.1575195674062
"[4.80, 5.10)",4.949999999999999,4.946567388249701,464,36,400,24,12,2,0.5105843056071566,0.497277633303832,0.5178695162124944,4010.6079103443312,810.7860654787216
"[5.10, 5.40)",5.25,5.241253105641376,290,13,283,11,4,1,0.5161711475640053,0.4992566505889105,0.37462818957678107,2782.8047891791866,530.9426454112547
"[5.40, 5.70)",5.550000000000001,5.532803843697378,201,6,147,3,9,0,0.5213559620757011,0.5140059616612057,0.555643402528824,1894.5998949804118,342.430338848651
"[5.70, 6.00)",5.85,5.841573729630644,136,3,110,2,2,0,0.521350602477787,0.49883161050933955,0.6180416392934205,1501.608669515736,257.0555023381826
"[6.00, 6.30)",6.15,6.1199671256491674,77,1,68,0,2,0,0.5339345429290078,0.516145086656073,0.5881986747343807,847.5664676481797,138.49199681089385
"[6.30, 6.60)",6.449999999999999,6.462357654071223,45,1,43,1,4,0,0.5473013675229647,0.5008584251169906,0.5190150589886253,459.2042377737253,71.05831375402614
"[6.60, 6.90)",6.75,6.72555438448515,32,1,20,0,0,0,0.5421447014911753,0.5054781911707455,0.0,408.89494983898174,60.7972111239248
"[6.90, 7.50)",7.2,7.191256255349568,30,1,19,0,0,0,0.5192690727625592,0.49170259784399417,0.0,420.34483194026603,58.45221154893096
"[7.50, 8.70)",8.1,7.781513119918871,8,0,8,0,0,0,0.5003732515412626,0.5040116187470034,0.0,121.72295292321587,15.642581468073775
