pT Bin,pT Center,LD2 Mass Centroid,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[0.00, 0.32)",0.16,5.023505496009344,510,16,448,13,8,0,0.6837687024201853,0.6754092352700963,0.6993547522993334,3374.5182195935904,671.7457007411052
"[0.32, 0.49)",0.405,4.93219281267284,583,23,479,24,4,0,0.6852901335611572,0.6683279068085766,0.63956191078101,3948.334989472067,800.5232438048984
"[0.49, 0.63)",0.56,4.946068931408482,561,23,512,27,7,0,0.6646457726634262,0.6738946027953127,0.7166315860812406,3682.7701906015122,744.5852942354318
"[0.63, 0.77)",0.7,5.023579763162174,537,33,456,37,11,5,0.6984978312029234,0.6725970392693635,0.6427254377814563,3513.6302259968234,699.4275778723003
"[0.77, 0.95)",0.86,4.943356421111961,571,39,524,39,7,0,0.6814270078282114,0.6689061836820679,0.561848547143502,3608.959231526377,730.0625170609438
"[0.95, 1.18)",1.065,5.012786299486841,539,68,502,71,16,1,0.6751664877290382,0.6644188952454066,0.6947110792961811,3031.5272178413707,604.7589178401058
"[1.18, 1.80)",1.49,5.170198714391179,527,105,520,107,19,6,0.6507277627232149,0.6449022179541156,0.5720675982250545,2819.4583632616354,545.3288198408527
