pT Bin,pT Center,LH2 Mass Centroid,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[0.00, 0.32)",0.16,5.004624538047519,448,13,8,0,0.6837687024201853,0.6754092352700963,0.6993547522993334,2667.6374477011395,533.0344818917982
"[0.32, 0.49)",0.405,4.924926163422452,479,24,4,0,0.6852901335611572,0.6683279068085766,0.63956191078101,2992.178408479642,607.5580240578274
"[0.49, 0.63)",0.56,4.914925824636785,512,27,7,0,0.6646457726634262,0.6738946027953127,0.7166315860812406,3153.590802091555,641.6354823268582
"[0.63, 0.77)",0.7,4.955392453556363,456,37,11,5,0.6984978312029234,0.6725970392693635,0.6427254377814563,2555.414429169555,515.6835615180382
"[0.77, 0.95)",0.86,4.961313209441748,524,39,7,0,0.6814270078282114,0.6689061836820679,0.561848547143502,2973.8163311042817,599.4010467722312
"[0.95, 1.18)",1.065,4.846965893286762,502,71,16,1,0.6751664877290382,0.6644188952454066,0.6947110792961811,2150.4553617400147,443.67041342677487
"[1.18, 1.80)",1.49,5.085949216431979,520,107,19,6,0.6507277627232149,0.6449022179541156,0.5720675982250545,2185.779730776508,429.76829648919113
