Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.354027452763773,153,8,5,0,0.6593576948678473,0.6792636661189396,0.7489000768916573,815.211802628543,187.23166343636103
"[4.50, 4.80)",4.65,4.635403519670611,119,9,7,0,0.6864769213080982,0.6844914137766951,0.6699852805634711,505.7159243839735,109.0985762594212
"[4.80, 5.10)",4.949999999999999,4.96516780735382,79,7,4,0,0.6756756034535646,0.6710360196066638,0.7087115830529607,391.9208166944644,78.93405256394307
"[5.10, 5.40)",5.25,5.236938279040725,65,0,1,0,0.6876259357599063,0.667578800690858,0.8420243088405758,464.595570596929,88.71511288501021
"[5.40, 5.70)",5.550000000000001,5.548592146593325,34,0,0,0,0.6907900911553077,0.6791113321861494,0.0,273.0961769713039,49.219003624005246
"[5.70, 6.00)",5.85,5.805535284422593,25,3,2,0,0.7124863069835762,0.6307781788472155,0.6768280400230304,95.29272258328109,16.414114791270055
"[6.00, 6.30)",6.15,6.116223271846445,15,0,1,0,0.6461962754751608,0.6541433919703112,0.7457172167526905,101.82900679199852,16.649000905628657
"[6.30, 6.60)",6.449999999999999,6.468166784823767,8,0,0,0,0.6126773676824061,0.6756486574580789,0.0,84.45772115645276,13.057443316801224
"[6.60, 6.90)",6.75,6.657066396941046,6,0,0,0,0.6325610438243486,0.6421029045398566,0.0,63.14394282038271,9.485250567637069
"[6.90, 7.50)",7.2,6.9294350998793135,2,0,0,0,0.5567549705854916,0.6938434909210301,0.0,24.89222536295354,3.5922445342459555
"[7.50, 8.70)",8.1,7.907003872374544,2,0,0,0,0.8155360205556538,0.5555675075622734,0.0,19.390937182608365,2.4523748180213163
