Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.344965019658812,224,28,240,26,9,0,0.6693374644258003,0.659082666197733,0.6215618386166978,1142.8425062475733,263.0268600729299
"[4.50, 4.80)",4.65,4.649378546413566,176,11,192,11,4,0,0.6804783235430423,0.6614361393706593,0.7574460857508806,1092.2415880494161,234.92206047450114
"[4.80, 5.10)",4.949999999999999,4.936662180612941,130,6,143,8,3,0,0.6837049749517019,0.6692865966899744,0.6675385962837656,855.4756399780953,173.29029386245722
"[5.10, 5.40)",5.25,5.250377548098004,96,0,91,4,2,0,0.681031520374372,0.6680024390267824,0.4731957136245235,699.4634099586949,133.2215452224158
"[5.40, 5.70)",5.550000000000001,5.519789703031861,65,2,75,2,2,0,0.6603903282570484,0.6712913470730152,0.6301579203490172,473.4618543174125,85.77534286448514
"[5.70, 6.00)",5.85,5.842049257867386,42,1,37,0,1,0,0.6937965661150967,0.6550899566080561,0.7648450113848574,345.59398815404387,59.15629480334122
"[6.00, 6.30)",6.15,6.191610494930572,21,0,26,0,0,0,0.7506322288039848,0.6609770026074776,0.0,193.8361018952305,31.306249327850207
"[6.30, 6.60)",6.449999999999999,6.440321275457466,15,0,18,0,1,0,0.6908744417687714,0.663237846020154,0.5455149918241936,118.89087509491087,18.460395065689617
"[6.60, 6.90)",6.75,6.7346167518682645,12,0,12,0,1,0,0.6812308970394197,0.6695024378579628,0.587882941893964,95.33124227866197,14.155407173276183
"[6.90, 7.50)",7.2,7.2501695810491436,7,0,5,0,0,0,0.6048751948822785,0.677759385486869,0.0,74.07644168789548,10.217201247474293
"[7.50, 8.70)",8.1,8.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
