Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.34492551770438,226,29,219,22,9,3,0.6774265158811393,0.6618777696116347,0.8314027863754226,1211.1496120283,278.75037376203517
"[4.50, 4.80)",4.65,4.637182183354271,170,16,192,7,3,0,0.6832671313251808,0.685501983617256,0.6107345541882427,977.6083707477509,210.8194873725244
"[4.80, 5.10)",4.949999999999999,4.950896799996942,128,10,122,3,3,0,0.6658606116949023,0.6711276410146452,0.6523141164448657,811.3310993875151,163.87558298286814
"[5.10, 5.40)",5.25,5.240495808155699,82,1,92,4,2,0,0.6873962236388315,0.6538074230965106,0.711205890617047,609.6397239063514,116.33245139850678
"[5.40, 5.70)",5.550000000000001,5.542625555604419,47,0,48,1,1,0,0.7023114442247003,0.6677537282318543,0.6327217566114993,366.95165014860237,66.20538343557408
"[5.70, 6.00)",5.85,5.859902064200117,21,0,22,1,0,0,0.6659974524009385,0.6584127397105678,0.0,184.42091392041775,31.47167169347418
"[6.00, 6.30)",6.15,6.139046998675675,24,0,18,1,1,0,0.6464563012266297,0.6485735275327198,0.8063106653307519,209.1953571387073,34.07619410371598
"[6.30, 6.60)",6.449999999999999,6.443339023352091,12,0,10,0,0,0,0.6633873838377213,0.7190390750440376,0.0,106.22885600166086,16.48661596365858
"[6.60, 6.90)",6.75,6.6695289184054225,11,0,5,0,1,0,0.48893929335403385,0.6830502477721806,0.5706150867444887,82.22310474477396,12.328172761627696
"[6.90, 7.50)",7.2,7.113729973899613,7,0,5,0,0,0,0.6586967848979768,0.6009913305541048,0.0,82.13185525102452,11.545540181081877
"[7.50, 8.70)",8.1,7.93357254492182,2,0,1,0,0,0,0.5739330363902141,0.5510726765029983,0.0,28.60766523931092,3.6058994957602453
