Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.330537706399897,117,9,3,1,0.699650053985033,0.6529045611969552,0.7012036896290708,608.016184331346,140.40200676068184
"[4.50, 4.80)",4.65,4.641218990193514,109,4,2,0,0.6981807829707087,0.6596418586958501,0.7934964894710065,640.7378349523724,138.05378205729892
"[4.80, 5.10)",4.949999999999999,4.936460073017597,55,5,1,0,0.7014573549191016,0.6632116665918176,0.8454681704995951,323.29283264438675,65.49082295053627
"[5.10, 5.40)",5.25,5.229162601422667,31,2,0,0,0.6998372131799406,0.6592937259788054,0.0,216.6871274995583,41.43820799158273
"[5.40, 5.70)",5.550000000000001,5.540854953639796,29,0,0,0,0.6580854919142751,0.700587942431244,0.0,244.17008979812843,44.067222809673574
"[5.70, 6.00)",5.85,5.864418038898999,23,1,0,0,0.6197025286378404,0.6877621676700065,0.0,208.19214202557626,35.50090403593786
"[6.00, 6.30)",6.15,6.145807692175537,7,0,0,0,0.6870249798992573,0.660918102493595,0.0,62.61876220503241,10.188858054370096
"[6.30, 6.60)",6.449999999999999,6.398434924738644,5,0,0,0,0.7969224313414132,0.6774959288671177,0.0,40.14465318769187,6.274136356764097
"[6.60, 6.90)",6.75,6.826718799475225,3,0,0,0,0.7040847229653453,0.8291917398925085,0.0,29.087630693321685,4.260850863749899
"[6.90, 7.50)",7.2,7.257082089396593,2,0,0,0,0.5967574595984142,0.6561139787597542,0.0,24.32171386439047,3.3514453281336323
"[7.50, 8.70)",8.1,7.583007203047058,3,0,0,0,0.7645884039996454,0.7132779105117569,0.0,29.753291431230913,3.9236797004854798
