Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.459424673316247,4,1,7,5,0,0,0.9436371105500805,0.5661726893173719,0.0,23.50245891421016,5.2702894736267805
"[4.50, 4.80)",4.65,4.6765261914225205,22,4,21,6,3,1,0.6359582236353916,0.6830513369174835,0.5661452906702951,87.45429778904634,18.70069667298158
"[4.80, 5.10)",4.949999999999999,4.965516196780785,36,2,50,7,1,1,0.619442715515138,0.6071163757198893,0.0,273.4546010533737,55.070729852952304
"[5.10, 5.40)",5.25,5.2483932019118065,50,6,52,6,3,0,0.6249041647613326,0.6538064083319618,0.48943332672371825,281.22516530700784,53.583097623967525
"[5.40, 5.70)",5.550000000000001,5.539145038041158,35,4,36,4,2,0,0.6672740263072714,0.642007644591484,0.671562250206608,229.64576721043989,41.45870267582864
"[5.70, 6.00)",5.85,5.796873374111686,25,1,20,1,1,0,0.716588332573539,0.6541043474346625,0.3923082871301821,179.95148186708218,31.042851939931836
"[6.00, 6.30)",6.15,6.163926460957834,14,0,21,0,0,0,0.6453070531083246,0.6364882099245411,0.0,132.88753116516997,21.558909245085335
"[6.30, 6.60)",6.449999999999999,6.431064708313543,7,0,7,0,0,0,0.6639006928135937,0.5524135513576005,0.0,80.58219662985812,12.530148627751823
"[6.60, 6.90)",6.75,6.76202088173157,7,0,14,0,0,0,0.6459791613619424,0.6341020109752737,0.0,72.68054193230668,10.748346271550579
"[6.90, 7.50)",7.2,7.099215554828199,9,0,6,0,0,0,0.6886192441326533,0.6433073355396738,0.0,98.48923670466851,13.873256269516379
"[7.50, 8.70)",8.1,8.207724449823806,1,0,0,0,0,0,0.0,0.6416263487341418,0.0,12.792062648325997,1.5585394863737905
