Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.35,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
"[4.50, 4.80)",4.65,4.714457058661954,7,0,1,0,1,0,0.6284333129408892,0.5601786246224498,0.5216738816245429,38.9445456774077,8.260663994352056
"[4.80, 5.10)",4.949999999999999,5.068209992338889,7,1,8,1,1,0,0.6818336057789586,0.5859247365759548,0.6533097795692306,34.122875772499405,6.732727299002917
"[5.10, 5.40)",5.25,5.214342158509388,19,3,12,3,3,0,0.6103196757267751,0.593233861056856,0.6289073264275543,84.89325790564787,16.280722538912965
"[5.40, 5.70)",5.550000000000001,5.6200819328564275,19,0,19,1,1,0,0.6426368170178929,0.5547013907420958,0.352356945451148,155.24990806079813,27.62413607409666
"[5.70, 6.00)",5.85,5.863290074451354,13,2,18,2,0,0,0.6902907530050346,0.6458340112767094,0.0,97.96853907970421,16.708799639061255
"[6.00, 6.30)",6.15,6.08051648486733,10,0,9,1,0,0,0.5775842483792577,0.6805135206879703,0.0,88.17665683631378,14.50150773470647
"[6.30, 6.60)",6.449999999999999,6.447285719629363,7,1,7,0,0,0,0.658722780078496,0.47915666027108567,0.0,79.77686977352974,12.373714031416602
"[6.60, 6.90)",6.75,6.786481374615361,3,0,2,0,0,0,0.6313998163709029,0.5649869236374986,0.0,35.73527912587251,5.265656406210631
"[6.90, 7.50)",7.2,7.292934294551789,2,0,7,0,0,0,0.543827627994863,0.6478744612101788,0.0,21.203495529556612,2.9074025177214
"[7.50, 8.70)",8.1,8.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
