Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.3335581396062235,240,26,9,0,0.6693374644258003,0.659082666197733,0.6215618386166978,1083.8613752918534,250.10888059536694
"[4.50, 4.80)",4.65,4.651952903385972,192,11,4,0,0.6804783235430423,0.6614361393706593,0.7574460857508806,1119.2676313495936,240.6016687174376
"[4.80, 5.10)",4.949999999999999,4.922242580808963,143,8,3,0,0.6837049749517019,0.6692865966899744,0.6675385962837656,865.568008139496,175.84830368056365
"[5.10, 5.40)",5.25,5.244597377965061,91,4,2,0,0.681031520374372,0.6680024390267824,0.4731957136245235,563.4181767771573,107.4282992903008
"[5.40, 5.70)",5.550000000000001,5.5148665020604355,75,2,2,0,0.6603903282570484,0.6712913470730152,0.6301579203490172,525.4716649413806,95.2827533984833
"[5.70, 6.00)",5.85,5.813241362164173,37,0,1,0,0.6937965661150967,0.6550899566080561,0.7648450113848574,273.4794475614047,47.04422722602952
"[6.00, 6.30)",6.15,6.129555682291526,26,0,0,0,0.7506322288039848,0.6609770026074776,0.0,212.31229039220497,34.63746825982537
"[6.30, 6.60)",6.449999999999999,6.474827129269603,18,0,1,0,0.6908744417687714,0.663237846020154,0.5455149918241936,111.63411257508179,17.241249896918056
"[6.60, 6.90)",6.75,6.763395456537699,12,0,1,0,0.6812308970394197,0.6695024378579628,0.587882941893964,63.830244003598395,9.43760340701329
"[6.90, 7.50)",7.2,7.126855637424255,5,0,0,0,0.6048751948822785,0.677759385486869,0.0,58.91178624717195,8.26616803318097
"[7.50, 8.70)",8.1,8.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
