pT Bin,pT Center,LH2 Mass Centroid,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[0.00, 0.32)",0.16,5.014443246564099,4457,144,115,5,0.6916867461481233,0.6784546054475777,0.7106434835963346,27459.920118558086,5476.16530257345
"[0.32, 0.49)",0.405,4.974988981343968,4910,169,135,15,0.692447749625305,0.6791349365204467,0.7294377049519691,30047.557881255234,6039.723503696694
"[0.49, 0.63)",0.56,5.003453350513545,4534,234,148,12,0.6901463653564224,0.6737968357233997,0.6971548970627072,26386.24929368421,5273.607535678529
"[0.63, 0.77)",0.7,5.008150043217426,4442,249,140,27,0.6877704417830447,0.6745962570671666,0.7102979332026922,26623.85889771081,5316.1064800300255
"[0.77, 0.95)",0.86,5.045011699894546,4861,381,155,23,0.6861963466111541,0.6703564205727086,0.6849824299043574,28168.464958548902,5583.429065018362
"[0.95, 1.18)",1.065,5.08466897715159,4541,506,154,29,0.6805378248698435,0.664527940155352,0.6634791231398065,25448.4479188343,5004.937004392843
"[1.18, 1.80)",1.49,5.14884847699447,4692,877,254,65,0.6619564274179797,0.6548607587661562,0.648192026286339,22309.32720662703,4332.8770124634975
"[1.80, 2.50)",2.15,5.014997288963627,405,119,25,9,0.6414642759144699,0.6229997551112613,0.5818317456310419,1559.4498124582674,310.9572593169906
