pT Bin,pT Center,LH2 Mass Centroid,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[0.00, 0.32)",0.16,5.030083133417384,4650,151,113,5,0.6914916057460359,0.6789623525992545,0.7058454536653566,28953.186378414797,5756.005539165774
"[0.32, 0.49)",0.405,4.98746766747781,5117,191,134,16,0.6926412872450457,0.6790089231915324,0.730383644342666,31519.601096428127,6319.760487263022
"[0.49, 0.63)",0.56,5.0192721841077566,4719,249,150,14,0.6900586902046474,0.6742489513403089,0.6896373519073958,27660.134228075218,5510.785869643405
"[0.63, 0.77)",0.7,5.0089358462789795,4598,269,136,22,0.6879783122120215,0.6750458665080035,0.7114252419879249,27582.517199349524,5506.662102657978
"[0.77, 0.95)",0.86,5.059680694667893,5051,395,152,24,0.686386543172132,0.670430476054431,0.6942524841357897,29747.65031173788,5879.353284701784
"[0.95, 1.18)",1.065,5.09985358161277,4714,528,148,31,0.6808010775289105,0.664958963012225,0.6568765321989766,26903.324084933927,5275.313036815865
"[1.18, 1.80)",1.49,5.163200541416999,4843,901,240,61,0.6620759715163073,0.6550961702342887,0.6550763709298394,23824.111588628217,4614.213877133248
