Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.355452299803019,599,89,548,92,26,4,0.6643495070959182,0.6670504284867728,0.6745415831731553,2966.9777531498057,681.2100211231773
"[4.50, 4.80)",4.65,4.649091425235078,674,85,657,103,25,9,0.6736221494171425,0.6574854021330828,0.6971113865770823,3869.585613859313,832.3315805009471
"[4.80, 5.10)",4.949999999999999,4.9471003803147005,565,71,525,41,21,4,0.6739797442846943,0.6839954313946062,0.7434776156831643,3267.0970010478213,660.4064502204402
"[5.10, 5.40)",5.25,5.241466250414784,418,32,388,42,10,1,0.6826355037705429,0.6781152782205019,0.6278410027174833,2776.187461217799,529.6585589954157
"[5.40, 5.70)",5.550000000000001,5.541445996578789,293,18,283,20,10,2,0.6725352133905697,0.6804468383949699,0.648212200039189,2054.376205756039,370.72926579531446
"[5.70, 6.00)",5.85,5.82997335300176,183,9,163,11,1,1,0.680970833736073,0.6692175233248937,0.0,1497.2258248149885,256.8152089484407
"[6.00, 6.30)",6.15,6.143017390011092,135,3,103,2,2,2,0.690564764587195,0.6792882005397904,0.0,1180.8776000931732,192.23087370928653
"[6.30, 6.60)",6.449999999999999,6.436196041638101,71,0,61,3,2,0,0.6853452058525392,0.6924674837596254,0.6322119348522974,606.2208481814381,94.18930751325382
"[6.60, 6.90)",6.75,6.717870167072852,36,1,40,1,1,0,0.6490937054031256,0.6799887872279159,0.7460115754724105,319.70519133846244,47.59026051224895
"[6.90, 7.50)",7.2,7.148675417507617,47,0,31,2,0,0,0.7137871476545065,0.6833351467254897,0.0,487.537372085147,68.199679466651
"[7.50, 8.70)",8.1,7.63764014770942,7,0,2,0,0,0,0.5870713404223957,0.6367085931928681,0.0,83.59667645065385,10.945354171435408
