Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.345352794831669,804,65,25,5,0.5791301895587986,0.5657061529101146,0.6309892118763021,4863.96142858857,1119.3478776622535
"[4.50, 4.80)",4.65,4.638303216732992,593,29,15,1,0.5774087855067515,0.5693297766652319,0.642196671326485,4030.68264162777,868.9993847506154
"[4.80, 5.10)",4.949999999999999,4.950183522512955,382,14,10,0,0.572900195088651,0.564887180963854,0.6061782690833546,2775.998237846379,560.7869334988104
"[5.10, 5.40)",5.25,5.238042466089843,270,6,4,0,0.5991693429154717,0.5685032366149181,0.5851005722999185,2130.8945433941794,406.81123858563814
"[5.40, 5.70)",5.550000000000001,5.542210350247993,163,3,3,0,0.5960779906898062,0.5670978324076364,0.5338696785884721,1333.6755746395281,240.6396528381228
"[5.70, 6.00)",5.85,5.8240680619189495,101,4,5,0,0.596207277936021,0.5836331242686388,0.5719391165788338,695.8272223638884,119.47443178310368
"[6.00, 6.30)",6.15,6.123184344458082,72,1,5,0,0.5982079986254565,0.5796887162083566,0.6689693671569875,500.48499637521553,81.73606545558115
"[6.30, 6.60)",6.449999999999999,6.434929102158617,39,0,1,0,0.5866161717874059,0.5536802345247299,0.49257580200491835,363.22683383712916,56.446128321022776
"[6.60, 6.90)",6.75,6.686330949249048,24,0,0,0,0.5704390072304578,0.5858763554245535,0.0,281.3130602009241,42.07285914145766
"[6.90, 7.50)",7.2,7.1497724268656455,23,0,0,0,0.6033386407149126,0.5735088335682313,0.0,272.5579877049723,38.121211617983995
"[7.50, 8.70)",8.1,7.903541027691355,8,0,0,0,0.6046088230883584,0.5556927330340927,0.0,104.57725029310491,13.231695758483612
