Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.345610051442839,1170,132,1055,110,49,5,0.6962282503198891,0.6658086286461591,0.7344328221148054,6103.5042020473875,1404.5218346319152
"[4.50, 4.80)",4.65,4.646763104528488,902,64,846,51,21,0,0.6859934414900084,0.676833125418572,0.7053026333860645,5364.319756424726,1154.4207517695372
"[4.80, 5.10)",4.949999999999999,4.946688853941017,637,39,577,20,9,0,0.6822906391755625,0.669753260115138,0.6756299950281544,4210.438336281355,851.16296185213
"[5.10, 5.40)",5.25,5.234344235574587,453,9,379,12,11,0,0.6806444412371576,0.6633036094812594,0.6999580113824234,3277.9341787743733,626.235881946069
"[5.40, 5.70)",5.550000000000001,5.535692965472581,280,8,241,7,5,0,0.684494613523511,0.6829253454592079,0.6754137273101196,2085.3444717049547,376.7088392928832
"[5.70, 6.00)",5.85,5.843724575506506,181,5,155,2,2,0,0.6867614728494971,0.6681184249664907,0.7005993003947774,1483.1703078778507,253.805648899751
"[6.00, 6.30)",6.15,6.13066881190391,122,0,88,2,2,0,0.6913581044486515,0.6557162610905305,0.7749948212136719,1094.0755929701852,178.4594187906253
"[6.30, 6.60)",6.449999999999999,6.457727123671229,73,0,64,0,0,0,0.68714767942442,0.6726823932841886,0.0,692.2018027213746,107.18969530069842
"[6.60, 6.90)",6.75,6.719699627356584,34,0,25,1,1,0,0.651030745531467,0.663973859823726,0.5706150867444887,314.00096971331897,46.728423460326844
"[6.90, 7.50)",7.2,7.126991628123526,43,0,44,0,0,0,0.679841059138761,0.6634227306765083,0.0,455.34668814988635,63.890448019198125
"[7.50, 8.70)",8.1,7.880273139040479,12,0,12,0,0,0,0.7020489698126396,0.660961706508917,0.0,141.1442607596483,17.911087378480683
