Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.353483357990926,913,126,843,133,41,6,0.6717757052473708,0.6577067646106144,0.6709394696539696,4631.4662810095,1063.8529885518753
"[4.50, 4.80)",4.65,4.651954119040233,780,104,740,91,31,4,0.6778185495944865,0.6663908824011074,0.6820734977812734,4240.15546566083,911.4783502068667
"[4.80, 5.10)",4.949999999999999,4.939765064389299,694,53,628,42,20,2,0.678763936542714,0.6656154036460417,0.6683149422418201,4396.145628934364,889.9503461462409
"[5.10, 5.40)",5.25,5.2428133086610895,446,21,438,21,10,2,0.684384991890443,0.6656789890452954,0.7212009449154124,3170.4668935282043,604.7262618126448
"[5.40, 5.70)",5.550000000000001,5.549517362970061,291,15,308,10,8,0,0.6902005202128036,0.679346988919308,0.6725742093664311,2071.5344135992345,373.28190509355653
"[5.70, 6.00)",5.85,5.848248497784321,207,6,169,9,5,0,0.6888780243456835,0.673816113610365,0.7157866486891158,1633.0121937434637,279.2309858861418
"[6.00, 6.30)",6.15,6.123377393935777,128,7,112,5,1,1,0.6982155245243231,0.6973967419232469,0.0,1049.0098710860045,171.31230097378622
"[6.30, 6.60)",6.449999999999999,6.41932579417153,87,1,78,1,2,0,0.712419868126478,0.6676200822857641,0.6398440876115503,771.7512683256969,120.22310333998216
"[6.60, 6.90)",6.75,6.725060329866848,48,0,47,0,0,0,0.6738292006734398,0.6691835893273138,0.0,475.6795128699805,70.73237852713787
"[6.90, 7.50)",7.2,7.180841269286497,34,0,28,0,1,0,0.6628243676200309,0.685013685421104,0.6108933341912625,325.57434361927534,45.339303768181615
"[7.50, 8.70)",8.1,7.84875417437812,16,0,15,0,0,0,0.6921485096734793,0.6903686864268777,0.0,179.47204198595838,22.866309480278566
