Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.343484506766209,692,69,603,54,14,3,0.6966907219788785,0.6592104446920091,0.7307764058089815,3908.5611408332825,899.8676373185147
"[4.50, 4.80)",4.65,4.640775107277878,553,23,453,17,13,1,0.6909677105246744,0.6612462581353495,0.7449509696249338,3509.2490623700264,756.1773585767301
"[4.80, 5.10)",4.949999999999999,4.942866593588516,310,17,283,15,6,1,0.6931998994578388,0.6658872592493155,0.6774092838332555,2065.3583241053207,417.84626086901386
"[5.10, 5.40)",5.25,5.253901455945793,218,4,182,6,4,0,0.7014106321072213,0.6885616276420213,0.7707707424694098,1552.5549447787016,295.50515132363
"[5.40, 5.70)",5.550000000000001,5.538255726033714,140,4,120,2,2,0,0.6897208084161082,0.6667786378221345,0.67850023495719,1079.2634565828555,194.87425463391926
"[5.70, 6.00)",5.85,5.835330298020856,94,0,83,1,3,0,0.6480167952509359,0.6772025467185292,0.6274944759580275,736.5224420796053,126.21778107906052
"[6.00, 6.30)",6.15,6.145541524253777,65,0,52,1,2,0,0.7132936437742896,0.6451779654542591,0.6774160317452033,571.9559981119517,93.06844577563919
"[6.30, 6.60)",6.449999999999999,6.422491542199763,38,0,32,0,0,0,0.7342200636900389,0.6578091622098473,0.0,367.0110538595295,57.14465351149763
"[6.60, 6.90)",6.75,6.737919947585858,26,0,22,0,1,0,0.7383307634092889,0.728150466205532,0.6079167082606669,212.7293845009743,31.5719667428215
"[6.90, 7.50)",7.2,7.1472004150446695,15,0,13,1,0,0,0.6386657558059133,0.6205391507573336,0.0,170.846744587579,23.904009215685498
"[7.50, 8.70)",8.1,8.055327231651841,8,0,6,0,0,0,0.7578811607377806,0.6198669934816361,0.0,103.05062695177138,12.792854217871373
