Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.33214866663551,270,21,6,1,0.5736372045187285,0.5729578035554836,0.5295723504578678,1678.2478255116011,387.393867259635
"[4.50, 4.80)",4.65,4.627339775895616,205,13,3,0,0.5629895489145881,0.5767218874421051,0.5650209110801828,1456.6245898748925,314.78660751532226
"[4.80, 5.10)",4.949999999999999,4.9372606462563855,139,1,4,0,0.5948473703485757,0.5628678832647558,0.5679794957275156,973.5029142595345,197.17470557234617
"[5.10, 5.40)",5.25,5.24267851646923,68,2,1,0,0.5819538761432785,0.5829115547410253,0.4707024285555328,539.5123732881043,102.90777349656145
"[5.40, 5.70)",5.550000000000001,5.5513784308075955,55,0,1,0,0.6014155414932606,0.5599332711417322,0.6003267104413715,461.96092039224504,83.21553397054946
"[5.70, 6.00)",5.85,5.826621731409754,33,0,0,0,0.5961093155652498,0.5531187523708871,0.0,322.55579994450727,55.358973829671406
"[6.00, 6.30)",6.15,6.125793509955739,26,0,0,0,0.5736701333211399,0.5393583260819041,0.0,277.63451852859436,45.3222130451146
"[6.30, 6.60)",6.449999999999999,6.455046145099513,23,0,0,0,0.650711965711741,0.5496728397652182,0.0,228.15941485707646,35.34589989419186
"[6.60, 6.90)",6.75,7.203582059423176,7,0,1,0,0.544753213620247,0.5821695757928164,0.5645598770968974,29.482367112500057,4.09273703961399
"[6.90, 7.50)",7.2,7.167964935302734,3,0,0,0,0.45012185404306865,0.5799778305896282,0.0,47.77349647158137,6.664861910288304
"[7.50, 8.70)",8.1,8.10087733800324,3,0,0,0,0.5336056166365821,0.5981759543363058,0.0,45.54418330000692,5.622129727399744
