Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.320985975387548,170,14,152,12,2,3,0.6684378323025142,0.6748954480616501,0.584275699023497,1002.5245296983799,232.0129098795475
"[4.50, 4.80)",4.65,4.622684279962716,106,5,90,9,4,0,0.6874609532050021,0.6693821511580725,0.7011573341808994,630.2479660875664,136.33809447454837
"[4.80, 5.10)",4.949999999999999,4.931085253542804,83,1,61,3,1,0,0.6736339149090831,0.6790097541059598,0.8615261716520889,576.5246318707802,116.91637889581577
"[5.10, 5.40)",5.25,5.235422903704977,62,1,42,1,0,0,0.7130723745436494,0.6272459114625332,0.0,504.84568758962985,96.42882664404497
"[5.40, 5.70)",5.550000000000001,5.481933281051937,39,0,29,0,1,0,0.7135890216022239,0.6356773129248846,0.809027855563091,317.8644894627831,57.98401278641384
"[5.70, 6.00)",5.85,5.877404938986268,22,1,23,0,0,0,0.6887863048276237,0.6494349064195212,0.0,187.24585356237935,31.858593291799874
"[6.00, 6.30)",6.15,6.133505110486902,14,0,16,0,0,0,0.7598236118481441,0.7205960694028638,0.0,117.31815361938528,19.127424124714246
"[6.30, 6.60)",6.449999999999999,6.42698125021956,10,0,5,0,0,0,0.5942429095349888,0.685468705123066,0.0,92.98756599256706,14.468311384818556
"[6.60, 6.90)",6.75,6.762365458025094,4,0,4,0,0,0,0.7714220991730164,0.7350323730462061,0.0,36.29925738336407,5.367834319023189
"[6.90, 7.50)",7.2,7.084308037827106,3,0,5,0,0,0,0.7807001884576822,0.748914846440382,0.0,27.729881116976763,3.9142681217292257
"[7.50, 8.70)",8.1,7.620978378264095,4,0,3,0,0,0,0.7534793605142734,0.7287780344830209,0.0,41.395165574535326,5.431739013011648
