Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.342938912234144,155,12,2,3,0.5631553662096862,0.565844685139555,0.6293904053982713,1136.9009010173295,261.78146273590386
"[4.50, 4.80)",4.65,4.6329823160114065,90,9,5,0,0.601862510456367,0.5711416571948762,0.5567514353278923,417.814146588216,90.18254724268351
"[4.80, 5.10)",4.949999999999999,4.947472480783995,61,3,2,0,0.5795722159871686,0.5898996453721401,0.7113982343865227,426.34672901504337,86.17465396138654
"[5.10, 5.40)",5.25,5.256017113937354,42,1,0,0,0.6158654442335402,0.5347830870183731,0.0,349.90874011387746,66.57298340715563
"[5.40, 5.70)",5.550000000000001,5.49230697514344,29,0,1,0,0.6045863848362,0.5572838839786449,0.6582304790400129,222.19542803757446,40.45575548547548
"[5.70, 6.00)",5.85,5.825696410693363,23,0,0,0,0.577047396997996,0.5492033776855142,0.0,232.2010603340659,39.85807772403811
"[6.00, 6.30)",6.15,6.153925823972567,16,0,0,0,0.6125485769088475,0.5993279303511129,0.0,160.74286496663137,26.120377392340167
"[6.30, 6.60)",6.449999999999999,6.42698534822045,5,0,0,0,0.483541258123661,0.5737738682180172,0.0,66.45746604084827,10.340379266501595
"[6.60, 6.90)",6.75,6.780288431378863,4,0,0,0,0.670288014488177,0.6640474949723699,0.0,40.46194044842769,5.96758395427128
"[6.90, 7.50)",7.2,7.1677688268394775,5,0,0,0,0.7378390094721246,0.5778882857208513,0.0,48.57271528627597,6.776546015881123
"[7.50, 8.70)",8.1,7.946591694431687,3,0,0,0,0.6091956664420694,0.523411511197478,0.0,39.13319873486341,4.924526166643835
