Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.352192652871547,1057,142,1023,130,40,7,0.5816855082792456,0.5702213778715369,0.5049608745751287,6236.364514346074,1432.9247374266313
"[4.50, 4.80)",4.65,4.640705623427105,958,85,874,81,26,2,0.5674956522590364,0.5595062715355138,0.5956323782849923,6719.478421250115,1447.9432583116231
"[4.80, 5.10)",4.949999999999999,4.9447451163104725,736,54,638,43,22,3,0.5719880640213943,0.5559011551532914,0.6016819576269615,5634.877005780629,1139.5687488913684
"[5.10, 5.40)",5.25,5.239283016111937,475,33,440,21,7,1,0.5758524789040834,0.5674383965805292,0.5187655486126596,3887.484322029364,741.9878464428249
"[5.40, 5.70)",5.550000000000001,5.529350878386643,301,9,244,8,10,0,0.582030244987189,0.5651079091690162,0.5815999845714321,2607.1706119972455,471.51477078227435
"[5.70, 6.00)",5.85,5.839002593048403,208,5,188,3,4,0,0.582012755102729,0.5491135788734274,0.6041656672709245,2043.3838920289077,349.954270351181
"[6.00, 6.30)",6.15,6.123419063683,123,2,115,3,2,0,0.6040206948641053,0.5761606235080362,0.5881986747343807,1221.9751407576027,199.55765366524363
"[6.30, 6.60)",6.449999999999999,6.453857283006144,81,1,77,1,4,0,0.5876071370398174,0.5863590141815317,0.5190150589886253,754.6428011961112,116.92895707241391
"[6.60, 6.90)",6.75,6.734696577675782,49,1,39,0,0,0,0.6261209881005088,0.5559588792969526,0.0,575.4186703768885,85.44091983064095
"[6.90, 7.50)",7.2,7.194559254855972,43,1,30,0,0,0,0.5773539497594716,0.5295320260167394,0.0,565.2587794488037,78.56753408032354
"[7.50, 8.70)",8.1,7.775129280258307,15,0,16,0,0,0,0.6213804460118109,0.5777488228735443,0.0,198.98328398435766,25.592279795217372
