Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.368919651540797,50,16,0,1,0.6763700975209336,0.6100537030697943,0.5228258224405762,260.5907102194967,59.646487233427045
"[4.50, 4.80)",4.65,4.660780120865822,145,30,7,4,0.6725495347572789,0.6798823754676262,0.451211815582226,645.011501040435,138.39131740044684
"[4.80, 5.10)",4.949999999999999,4.945293928093372,220,53,10,4,0.6717635902321591,0.655851585526227,0.502668089579054,939.9717715350578,190.07399463057965
"[5.10, 5.40)",5.25,5.231170535679363,230,26,9,2,0.6494179806945236,0.6646501396428336,0.5259202106376776,1301.863771202371,248.8666279034431
"[5.40, 5.70)",5.550000000000001,5.526528246941635,150,17,8,1,0.6842021303513305,0.6650625738176478,0.6619002214172356,787.7143271774285,142.53330336515467
"[5.70, 6.00)",5.85,5.831256923241635,121,8,5,0,0.6870645456697053,0.6691555183910352,0.6497308783569876,739.0286106030848,126.735731306494
"[6.00, 6.30)",6.15,6.148469135853639,88,5,0,0,0.657271794694045,0.6863735855810772,0.0,776.4260423093365,126.27957059778576
"[6.30, 6.60)",6.449999999999999,6.449498605303784,42,1,1,0,0.6893684816966663,0.6657580013560902,0.6810920069967656,337.15260739954084,52.27578576763802
"[6.60, 6.90)",6.75,6.7494405694019175,27,1,0,0,0.6816406757149343,0.6664410511527994,0.0,257.4456910459358,38.14326363773711
"[6.90, 7.50)",7.2,7.138045307732934,19,1,0,0,0.6857759359884397,0.6889160771367195,0.0,187.35684470176383,26.24764016260762
"[7.50, 8.70)",8.1,7.904719560995596,9,0,0,0,0.6823140682477696,0.6892102273770209,0.0,104.26646519492003,13.190406615992297
