Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.350851361107023,493,50,398,40,9,3,0.6834384718944702,0.6775344131139541,0.7340020823253054,2732.0019468295345,627.9235303810536
"[4.50, 4.80)",4.65,4.639169434747321,331,21,309,14,6,1,0.7060571406127659,0.6772922659447275,0.7261027895253174,2023.6380340992132,436.2069682004261
"[4.80, 5.10)",4.949999999999999,4.933083742212329,228,7,190,6,5,0,0.7085530088251164,0.6589062133481676,0.6573039020712591,1551.6573657012655,314.54105520726415
"[5.10, 5.40)",5.25,5.235597697589676,138,1,152,5,5,0,0.7015274428076969,0.6759867133299992,0.6069580366543097,948.1524744152101,181.09727469161987
"[5.40, 5.70)",5.550000000000001,5.544037595269383,100,1,98,1,0,0,0.7005334470289464,0.6682930675471495,0.0,810.3152283101347,146.1597643207832
"[5.70, 6.00)",5.85,5.833892021057942,66,0,52,2,2,0,0.6893039974761721,0.6923083261666514,0.7870711229082873,516.6899817705406,88.56694294400772
"[6.00, 6.30)",6.15,6.098091676152359,40,0,42,1,2,0,0.694639321078523,0.7388560811166471,0.7451677167150919,288.0882609605088,47.24236306369872
"[6.30, 6.60)",6.449999999999999,6.440262978477298,19,0,24,0,1,0,0.661162199290502,0.7099755442799718,0.7736826991287373,150.2404620698038,23.328311681043477
"[6.60, 6.90)",6.75,6.756425360825849,12,0,12,0,0,0,0.6835134449768249,0.6631616900033335,0.0,120.56323647000286,17.844234196537652
"[6.90, 7.50)",7.2,7.207503869466701,7,0,18,1,0,0,0.7419503438506778,0.6859646831734391,0.0,71.18966813038857,9.877159890537255
"[7.50, 8.70)",8.1,7.801889951345325,8,0,5,0,0,0,0.6840082196400783,0.7379890162796081,0.0,83.75955783185866,10.735803549422728
