Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.367989833668102,130,36,2,4,0.5471311432324295,0.5721007037546716,0.41995609529379485,853.2875610360974,195.35017102352845
"[4.50, 4.80)",4.65,4.654207106521329,273,53,9,3,0.5595181261967676,0.5494935403664972,0.5519364076277536,1579.8755192204055,339.45105644455174
"[4.80, 5.10)",4.949999999999999,4.929372558650946,372,56,15,4,0.5414509817442069,0.5472273895123686,0.44919123383197734,2280.0718728163915,462.5480922140715
"[5.10, 5.40)",5.25,5.2466023777968696,326,39,12,2,0.5431910034329531,0.5530209613166019,0.5206662597790446,2273.9067894844657,433.4055881778704
"[5.40, 5.70)",5.550000000000001,5.5330534383227485,192,22,5,5,0.5487857041372102,0.593249725855784,0.0,1714.000706329786,309.7748332698837
"[5.70, 6.00)",5.85,5.841948688786571,146,6,3,1,0.5540256823509947,0.5470003402299433,0.612296243693544,1381.8959628254004,236.5470900964783
"[6.00, 6.30)",6.15,6.1364544739471745,99,3,4,1,0.5439418486986776,0.5710266321822932,0.4982510746220304,900.3518034107118,146.7218256459377
"[6.30, 6.60)",6.449999999999999,6.4595503614916705,58,2,2,0,0.6003116137743787,0.566126861525738,0.63115956377461,501.3821816731398,77.61874335125677
"[6.60, 6.90)",6.75,6.742345569560168,27,1,0,0,0.566478689307282,0.5509504384140286,0.0,309.45733373117895,45.89757830395011
"[6.90, 7.50)",7.2,7.085731887954808,35,0,2,0,0.5790868948755516,0.5615758420704849,0.6148009409666472,314.30175853192196,44.35699282754551
"[7.50, 8.70)",8.1,7.6751898661692115,4,0,0,0,0.5860231117197806,0.5173822449609873,0.0,52.38830832896752,6.825669363553506
