Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.357935432730611,843,133,41,6,0.6717757052473708,0.6577067646106144,0.6709394696539696,3491.2505745777344,801.1248969767719
"[4.50, 4.80)",4.65,4.655874887428755,740,91,31,4,0.6778185495944865,0.6663908824011074,0.6820734977812734,3554.2565134801025,763.391757600035
"[4.80, 5.10)",4.949999999999999,4.940331913742064,628,42,20,2,0.678763936542714,0.6656154036460417,0.6683149422418201,3612.745022658836,731.2757696723975
"[5.10, 5.40)",5.25,5.2518511677789395,438,21,10,2,0.684384991890443,0.6656789890452954,0.7212009449154124,2914.344478785386,554.9175682405888
"[5.40, 5.70)",5.550000000000001,5.544420214507389,308,10,8,0,0.6902005202128036,0.679346988919308,0.6725742093664311,2070.4956174919753,373.4377152861482
"[5.70, 6.00)",5.85,5.845538573313454,169,9,5,0,0.6888780243456835,0.673816113610365,0.7157866486891158,1157.485168267123,198.01172359915168
"[6.00, 6.30)",6.15,6.1312191783100465,112,5,1,1,0.6982155245243231,0.6973967419232469,0.0,939.5959113428751,153.24780994077213
"[6.30, 6.60)",6.449999999999999,6.3964842414347265,78,1,2,0,0.712419868126478,0.6676200822857641,0.6398440876115503,593.3141323481676,92.75628766578306
"[6.60, 6.90)",6.75,6.741786055355867,47,0,0,0,0.6738292006734398,0.6691835893273138,0.0,470.2437120342142,69.75061329047058
"[6.90, 7.50)",7.2,7.153598132262538,28,0,1,0,0.6628243676200309,0.685013685421104,0.6108933341912625,244.7767367441843,34.217289288343956
"[7.50, 8.70)",8.1,7.8321172225811795,15,0,0,0,0.6921485096734793,0.6903686864268777,0.0,169.73490038162424,21.671649639289466
