Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.4160757064819345,1,0,0,0,0.8841045680106785,0.6833869826906493,0.0,4.9949699009230715,1.1310879235135018
"[4.50, 4.80)",4.65,4.801221493984221,14,1,1,0,0.6750646903492534,0.6237737002670125,0.5216738816245429,47.33310598471255,9.858554962319369
"[4.80, 5.10)",4.949999999999999,5.0378643800758915,60,11,4,1,0.6877157561560973,0.682905787128576,0.5603325392593107,226.6995586539795,44.99913883163414
"[5.10, 5.40)",5.25,5.229703970911023,93,16,9,1,0.6695547692179391,0.6279817524296268,0.5814239114107517,248.60922154243787,47.537914751058025
"[5.40, 5.70)",5.550000000000001,5.524367473001217,99,18,7,3,0.6705512252965748,0.6314284160538451,0.5448850850367051,468.4785647901078,84.80220895508205
"[5.70, 6.00)",5.85,5.847341438146332,64,6,4,1,0.6807729163518332,0.7159316015535412,0.6329953725117144,362.2982517657384,61.95948288605339
"[6.00, 6.30)",6.15,6.149511802800977,43,2,1,0,0.6318312991429038,0.6672621218646038,0.60084639043875,348.86396958190625,56.73035206193211
"[6.30, 6.60)",6.449999999999999,6.429021384843733,28,1,0,1,0.6785240538544285,0.6088217637115456,0.5984896178314444,308.49513415842426,47.984773372459806
"[6.60, 6.90)",6.75,6.735063874707399,15,1,0,0,0.6901822290738908,0.6914732749250841,0.0,136.6173892544672,20.28449793438707
"[6.90, 7.50)",7.2,7.130146054846217,17,0,0,0,0.5961894730611637,0.6707270126164471,0.0,203.3120147358764,28.514424974182585
"[7.50, 8.70)",8.1,7.796286514919948,3,0,0,0,0.49023707462122684,0.460943062280428,0.0,47.70928343767317,6.1194882135707465
