Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.345582413174723,930,97,800,65,25,5,0.6833480756876534,0.6710384907437399,0.7573241150074572,5068.865036363008,1166.4408943195904
"[4.50, 4.80)",4.65,4.636887046732612,592,36,590,29,15,1,0.694365863632144,0.67736677482518,0.7104892187510619,3546.516433462799,764.8485714056494
"[4.80, 5.10)",4.949999999999999,4.950180232241353,467,9,375,14,9,0,0.6810297912149664,0.6735144983248719,0.6915775216380291,3183.4406230147633,643.0959023028054
"[5.10, 5.40)",5.25,5.233525499245605,278,5,267,6,4,0,0.7003272102749192,0.6706371258618287,0.6712237212181227,2032.242857637914,388.3124020186498
"[5.40, 5.70)",5.550000000000001,5.5341703247204945,205,7,159,3,3,0,0.6905953569585815,0.6752716109436466,0.6590022527689586,1548.0311636532476,279.72235634641976
"[5.70, 6.00)",5.85,5.83948094175099,104,3,100,4,5,0,0.7021983190116595,0.6931324050350792,0.6542321502712243,738.8630128614851,126.52888505531013
"[6.00, 6.30)",6.15,6.133784043381058,78,0,72,1,5,0,0.6993955875933708,0.6761739008403275,0.8287259132553976,615.2183816522289,100.29997425750726
"[6.30, 6.60)",6.449999999999999,6.435367592158255,45,0,39,0,1,0,0.6800580107099626,0.6564199310602326,0.768148474397472,417.0034641368301,64.79870157610965
"[6.60, 6.90)",6.75,6.724352077385863,31,0,24,0,0,0,0.6863836302764666,0.6848932564313288,0.0,301.00099773977047,44.76282536603685
"[6.90, 7.50)",7.2,7.127708703896069,25,0,22,0,0,0,0.7158227588535108,0.6955740867560462,0.0,253.05014029709278,35.5023122870851
"[7.50, 8.70)",8.1,7.7116863444880845,10,0,8,0,0,0,0.719131671721659,0.6441022303411558,0.0,118.50165522739454,15.36650350310129
