Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.361488770787316,325,49,329,71,15,10,0.6651499337995498,0.6567220319125091,0.8302514921559414,1749.596670916292,401.14666410122675
"[4.50, 4.80)",4.65,4.6571612331558425,500,74,427,81,31,6,0.6705801096014151,0.6674562110404993,0.613505698332277,2510.151124610563,538.9873785644315
"[4.80, 5.10)",4.949999999999999,4.940781788980558,470,43,433,63,13,10,0.6798687149218262,0.6633579876569434,1.0492209852880447,3110.0736841539738,629.4699537410014
"[5.10, 5.40)",5.25,5.2417612815092705,405,38,349,40,14,3,0.6703174426616186,0.6722188283467622,0.6508719272071789,2627.473697093086,501.25779408568417
"[5.40, 5.70)",5.550000000000001,5.540665110485966,271,15,247,19,7,0,0.6671000828208171,0.6819690560959459,0.659693150013864,1920.2462622355115,346.5732405666165
"[5.70, 6.00)",5.85,5.837831717873589,193,9,157,16,5,1,0.701491578440777,0.6620220670179965,0.5940768831710914,1517.1460395170484,259.8817699509954
"[6.00, 6.30)",6.15,6.118176200129343,131,5,97,4,4,0,0.6896778565730235,0.6872626433743537,0.6289069515696923,1022.1494837390846,167.0676767559384
"[6.30, 6.60)",6.449999999999999,6.434905505137562,78,2,75,2,2,1,0.6851780996297591,0.6697993317392806,0.6364703108228762,697.5534771208557,108.40151056824942
"[6.60, 6.90)",6.75,6.735235013328798,25,0,27,1,1,0,0.7072885807090332,0.7071456605136527,0.7386326091640566,214.01442148965924,31.77534578468785
"[6.90, 7.50)",7.2,7.14224950185535,32,0,24,1,1,0,0.6542845806258527,0.6618551678276273,0.747856317049499,320.1978751523718,44.831516326781035
"[7.50, 8.70)",8.1,7.717193206001314,7,0,9,0,0,0,0.7039485631415712,0.7425546586115214,0.0,71.3392991101368,9.244202808692084
