Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.385223355015939,548,92,26,4,0.6643495070959182,0.6670504284867728,0.6745415831731553,2308.6932697617976,526.4710786329847
"[4.50, 4.80)",4.65,4.649062121440802,657,103,25,9,0.6736221494171425,0.6574854021330828,0.6971113865770823,3300.291892029949,709.883371273849
"[4.80, 5.10)",4.949999999999999,4.94732397715211,525,41,21,4,0.6739797442846943,0.6839954313946062,0.7434776156831643,2998.1261297584942,606.0096617089433
"[5.10, 5.40)",5.25,5.253314979756019,388,42,10,1,0.6826355037705429,0.6781152782205019,0.6278410027174833,2293.457386978735,436.573362879766
"[5.40, 5.70)",5.550000000000001,5.548374303253594,283,20,10,2,0.6725352133905697,0.6804468383949699,0.648212200039189,1833.986412415861,330.5448248760727
"[5.70, 6.00)",5.85,5.843957960968256,163,11,1,1,0.680970833736073,0.6692175233248937,0.0,1304.4341491010907,223.21073454213652
"[6.00, 6.30)",6.15,6.138169585145288,103,2,2,2,0.690564764587195,0.6792882005397904,0.0,897.7508843363449,146.25710024515323
"[6.30, 6.60)",6.449999999999999,6.45159387032974,61,3,2,0,0.6853452058525392,0.6924674837596254,0.6322119348522974,445.9201205318971,69.11782258685577
"[6.60, 6.90)",6.75,6.729849496546426,40,1,1,0,0.6490937054031256,0.6799887872279159,0.7460115754724105,360.12302378037816,53.51130422235793
"[6.90, 7.50)",7.2,7.111870289343715,31,2,0,0,0.7137871476545065,0.6833351467254897,0.0,288.94361444960606,40.628358321235616
"[7.50, 8.70)",8.1,7.598160505294801,2,0,0,0,0.5870713404223957,0.6367085931928681,0.0,25.88496484883064,3.406740990900709
