Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.415424069996311,3,2,0,0,1.280000804890368,0.4583674323454103,0.0,3.4495478855378474,0.7812495087342153
"[4.50, 4.80)",4.65,4.637862682185781,61,12,6,2,0.5436036888206119,0.5091387768819455,0.5113933643897598,238.70625946304745,51.46902265561417
"[4.80, 5.10)",4.949999999999999,4.965333722427378,131,34,4,3,0.5549002238546444,0.5105075302909498,0.887493892451106,840.3109890046924,169.2355511189878
"[5.10, 5.40)",5.25,5.252668107375999,149,29,9,1,0.5588684335301816,0.5664032124365962,0.5004435225591107,712.718838307479,135.687011579249
"[5.40, 5.70)",5.550000000000001,5.535214597436142,130,21,6,1,0.5579391466864039,0.5604637609724188,0.5429786427543556,829.373933217135,149.8359130649231
"[5.70, 6.00)",5.85,5.868113712009143,89,7,7,1,0.5480272000498433,0.5308834781958255,0.5690734448838409,572.1507034824658,97.50163878241736
"[6.00, 6.30)",6.15,6.110327466777125,70,2,2,1,0.573464388931162,0.5127374882012827,0.4468993273593385,656.9508561794651,107.51483611171693
"[6.30, 6.60)",6.449999999999999,6.425410865563675,37,3,1,0,0.5152332707834039,0.5333995060554599,0.6373141703499402,374.16517529958065,58.2321011259965
"[6.60, 6.90)",6.75,6.725932343384974,11,2,0,0,0.5254467394463552,0.5593106518575794,0.0,115.203666796461,17.128282134708808
"[6.90, 7.50)",7.2,7.162039224494746,12,0,1,1,0.5205866882290399,0.5630381616210294,0.0,165.0915642624431,23.05091595949611
"[7.50, 8.70)",8.1,7.7455429125115955,10,0,0,0,0.5238341785054776,0.5948326062124383,0.0,147.862496002265,19.090010561224638
