Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.338130244773693,316,27,270,21,5,1,0.6710686994090338,0.6610737284322902,0.6915795388802503,1816.9097526955143,418.8232372424532
"[4.50, 4.80)",4.65,4.655300112609613,212,14,204,13,3,0,0.6740015496245255,0.6907573237014616,0.7079852933149632,1271.0715183369427,273.037502973019
"[4.80, 5.10)",4.949999999999999,4.944913868037374,140,8,138,1,4,0,0.7029182566153823,0.6608042794069253,0.6474516133326966,905.120630128555,183.0407271558393
"[5.10, 5.40)",5.25,5.241812782975968,85,1,68,2,1,0,0.6939645754924633,0.6976724294332394,0.6562533823905607,605.9811464442669,115.60526320442702
"[5.40, 5.70)",5.550000000000001,5.551050963290637,65,1,55,0,1,0,0.6784918194469348,0.6690400275261648,0.8842834263457854,510.42515828161476,91.9510848769144
"[5.70, 6.00)",5.85,5.852604375426582,40,0,33,0,0,0,0.6861557237872533,0.6599299926566432,0.0,350.71831760111087,59.925170933076764
"[6.00, 6.30)",6.15,6.14552275571532,18,1,26,0,0,0,0.6622527828915176,0.624747031593272,0.0,163.7778384825446,26.64994419396326
"[6.30, 6.60)",6.449999999999999,6.466605144159721,10,0,23,0,0,0,0.7319191373457733,0.6680661232524522,0.0,93.89180760638986,14.51948982708303
"[6.60, 6.90)",6.75,6.768696965839921,7,0,7,0,1,0,0.6403143080187294,0.6715884171131398,0.7589247665120297,49.38262445548172,7.295735753085805
"[6.90, 7.50)",7.2,7.022844245736032,5,1,3,0,0,0,0.6109852044529218,0.6667726351108597,0.0,41.63756878088314,5.9288754419071275
"[7.50, 8.70)",8.1,7.7495751501799015,2,0,3,0,0,0,0.6439794710945901,0.6676627399621061,0.0,22.698107070635384,2.9289485721173323
