Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.337720304132173,1023,130,40,7,0.5816855082792456,0.5702213778715369,0.5049608745751287,5257.754714522689,1212.1009069012769
"[4.50, 4.80)",4.65,4.643134106184189,874,81,26,2,0.5674956522590364,0.5595062715355138,0.5956323782849923,5563.220941577746,1198.1607281530148
"[4.80, 5.10)",4.949999999999999,4.945148384713999,638,43,22,3,0.5719880640213943,0.5559011551532914,0.6016819576269615,4372.063790097492,884.1117495305145
"[5.10, 5.40)",5.25,5.243304703809744,440,21,7,1,0.5758524789040834,0.5674383965805292,0.5187655486126596,3515.300021329027,670.4359597440213
"[5.40, 5.70)",5.550000000000001,5.523934543337466,244,8,10,0,0.582030244987189,0.5651079091690162,0.5815999845714321,1770.264950465276,320.47174646564736
"[5.70, 6.00)",5.85,5.848084088865758,188,3,4,0,0.582012755102729,0.5491135788734274,0.6041656672709245,1667.4656842134252,285.13025101471
"[6.00, 6.30)",6.15,6.128842299941784,115,3,2,0,0.6040206948641053,0.5761606235080362,0.5881986747343807,1033.4070460446603,168.6137439128555
"[6.30, 6.60)",6.449999999999999,6.4271961944167675,77,1,4,0,0.5876071370398174,0.5863590141815317,0.5190150589886253,586.3904506618509,91.23580997437757
"[6.60, 6.90)",6.75,6.737758677294484,39,0,0,0,0.6261209881005088,0.5559588792969526,0.0,419.683405297864,62.28828092525064
"[6.90, 7.50)",7.2,7.1668619921000225,30,0,0,0,0.5773539497594716,0.5295320260167394,0.0,372.39869901742793,51.96119297789188
"[7.50, 8.70)",8.1,7.803955863444008,16,0,0,0,0.6213804460118109,0.5777488228735443,0.0,200.9450001468678,25.749120531056878
