Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.345238897990083,1098,122,49,6,0.5773189126493148,0.5635845375963591,0.5641408447917078,5708.5038052320815,1313.7376193222851
"[4.50, 4.80)",4.65,4.641016997761594,865,53,24,3,0.5845173165973585,0.5668042186011065,0.5344936518611281,5545.719403436744,1194.9362405075217
"[4.80, 5.10)",4.949999999999999,4.934503021643246,652,36,17,0,0.5819791832026386,0.5596746296103411,0.5442852090839803,4460.991239995004,904.0406339663044
"[5.10, 5.40)",5.25,5.236025731850271,419,12,13,1,0.5832978266058066,0.5731077715228008,0.5519727729325701,3090.695012006012,590.2749853205636
"[5.40, 5.70)",5.550000000000001,5.513798386456209,298,7,6,0,0.5726621031560565,0.5661751174212766,0.515625553435991,2484.6493226796665,450.62389817930637
"[5.70, 6.00)",5.85,5.84287095928351,162,4,5,1,0.5965544833339398,0.5621560422990315,0.5296002933517617,1329.332134873131,227.5135193189586
"[6.00, 6.30)",6.15,6.155748196967158,137,2,2,0,0.6117694005361738,0.5794737503979509,0.5876438120121935,1254.819380162101,203.8451444099567
"[6.30, 6.60)",6.449999999999999,6.430400230028571,84,0,1,0,0.5974456934342476,0.5622502569861825,0.5455149918241936,845.8272491235755,131.53570833332367
"[6.60, 6.90)",6.75,6.746224033387918,40,0,1,0,0.598540229775766,0.566995773817778,0.587882941893964,394.1114501453176,58.41956154951423
"[6.90, 7.50)",7.2,7.1131262597089435,32,1,2,0,0.5500664036243241,0.5680426719107141,0.6199107301418529,287.415925655856,40.406414164735565
"[7.50, 8.70)",8.1,7.738725968481856,9,0,1,0,0.5674444262813823,0.5174975659106058,0.5270158990055794,50.14399689491469,6.4796191387497455
