Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.344793046889002,477,42,17,4,0.5121571941448175,0.4985523665903901,0.5798056568803851,3262.0459375898163,750.7943191737373
"[4.50, 4.80)",4.65,4.634895459961063,379,14,6,1,0.5194447585629813,0.5029273448458749,0.5250092784278411,3062.7926650900863,660.8115957626833
"[4.80, 5.10)",4.949999999999999,4.950969870237753,241,7,5,0,0.5207371750886973,0.5058477622894798,0.5208333836562338,2015.8643758008498,407.16555112140986
"[5.10, 5.40)",5.25,5.2469616068636915,153,4,2,0,0.5320448278403624,0.4999497588388603,0.4518365861143321,1367.3327828732474,260.5951568398371
"[5.40, 5.70)",5.550000000000001,5.524568894939721,90,3,3,0,0.5122094333438175,0.49749910890749494,0.5333996363466648,801.783014403032,145.13042187552995
"[5.70, 6.00)",5.85,5.82980327215899,59,0,3,0,0.5263230038881834,0.5356137526928044,0.5031991368986694,500.7378333286267,85.89274971249333
"[6.00, 6.30)",6.15,6.121622130007822,42,0,4,0,0.5416626235585046,0.513502411810683,0.6467159404343434,308.23625488727413,50.3520551156398
"[6.30, 6.60)",6.449999999999999,6.419459593850845,22,0,1,0,0.5525406376734073,0.4884309633071854,0.49257580200491835,198.3128089849141,30.892446020670736
"[6.60, 6.90)",6.75,6.696916162967682,16,0,0,0,0.5443520147088499,0.5190132106363038,0.0,196.8407495741393,29.392745076102457
"[6.90, 7.50)",7.2,7.185190779822213,14,0,0,0,0.5436597190620206,0.5197539453485209,0.0,185.02873652486915,25.75140204272313
"[7.50, 8.70)",8.1,7.798623847961426,5,0,0,0,0.5079846921376069,0.5289217496257956,0.0,76.76042180665627,9.842816284404021
