Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.34771097207491,184,48,12,4,0.5225135678716704,0.514793483395351,0.5424416691257192,849.7773820055293,195.45397278328738
"[4.50, 4.80)",4.65,4.652675211229174,284,44,20,5,0.49945846849376685,0.5055235997107351,0.4545103033942984,1560.7659450391325,335.4555979476588
"[4.80, 5.10)",4.949999999999999,4.9557454056209975,273,39,7,8,0.5139178985496239,0.4887062239101555,-0.4616934892957496,2256.4779864411325,455.3256476577163
"[5.10, 5.40)",5.25,5.237293845171683,208,21,10,2,0.4959787201281931,0.49444819405747226,0.49274160794377214,1600.8694035415374,305.6672875090627
"[5.40, 5.70)",5.550000000000001,5.539105681178546,144,11,3,0,0.49774571798342465,0.5047190877634816,0.484210180311812,1329.2264097319537,239.9713033547207
"[5.70, 6.00)",5.85,5.832466490289262,106,7,2,1,0.5132281245057987,0.4810508639309803,0.38501618238521684,1058.4766458168058,181.48010752896937
"[6.00, 6.30)",6.15,6.157398093339939,56,1,4,0,0.5163085498540266,0.5178619331245103,0.4744697866344436,427.74710289097004,69.4688075071249
"[6.30, 6.60)",6.449999999999999,6.438079558478462,46,1,1,1,0.5263597944077563,0.5080175774986686,0.0,550.4097828321168,85.49285199610013
"[6.60, 6.90)",6.75,6.760271086546658,21,1,1,0,0.537714041998506,0.5692975811646108,0.5570012758833887,198.09629990366608,29.30301127981236
"[6.90, 7.50)",7.2,7.133490714711826,10,1,1,0,0.5144824835905302,0.4862900605976798,0.4948701496436756,61.426840127043164,8.611049286201341
"[7.50, 8.70)",8.1,7.633573691050211,6,0,0,0,0.563531303336318,0.5459523479519092,0.0,81.27577274791915,10.64714588963867
