Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.34601154673698,402,44,370,34,9,2,0.517794060863889,0.49319364582210073,0.5587317831722369,3003.2821150646596,691.0432894085493
"[4.50, 4.80)",4.65,4.637114140715717,348,15,243,12,9,1,0.5104882839230648,0.49149449161267694,0.5542169752767623,2975.3271791451793,641.6333712859506
"[4.80, 5.10)",4.949999999999999,4.944336995479155,210,15,163,9,4,0,0.5216005669085071,0.4932088927280718,0.5026648711002895,1853.753627709495,374.9246116121274
"[5.10, 5.40)",5.25,5.259370332252237,140,3,107,3,4,0,0.5320644809449135,0.5151955554491942,0.5707662213113829,1308.7492014867746,248.84142374631466
"[5.40, 5.70)",5.550000000000001,5.531676066265402,97,3,66,2,2,0,0.5410424173362929,0.4869691302227694,0.49721090759278663,1013.0782511936391,183.14128286937057
"[5.70, 6.00)",5.85,5.814315955378144,60,0,49,0,3,0,0.5091214186442067,0.5285548597616183,0.492322262407532,579.857752202714,99.7293158219851
"[6.00, 6.30)",6.15,6.140791872281256,43,0,38,1,2,0,0.5447393935720395,0.4885825045836756,0.49162040939967455,483.5993880173643,78.75195871729014
"[6.30, 6.60)",6.449999999999999,6.439502756240358,24,0,19,0,0,0,0.5593656761240802,0.4923851066108555,0.0,310.7288622195736,48.25354906765964
"[6.60, 6.90)",6.75,6.729341013907159,17,0,12,0,1,0,0.5859276050140899,0.5399612671263444,0.4518265019121236,179.5672125762068,26.684219480793903
"[6.90, 7.50)",7.2,7.12799046093256,8,0,10,1,0,0,0.5215158135406089,0.4865170549229316,0.0,115.4383555866953,16.195077170683028
"[7.50, 8.70)",8.1,8.326483305358677,4,0,3,0,0,0,0.44470559351223127,0.48270817376870745,0.0,68.18977374457812,8.189504649663228
