Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.352818195807631,609,40,16,3,0.5059113577728456,0.5016419006380085,0.5561868659270284,4448.421335977397,1021.9635040723376
"[4.50, 4.80)",4.65,4.620968333524292,386,25,20,0,0.5143468509071344,0.4966391258944942,0.5218329652193191,2464.799932448147,533.3946814927226
"[4.80, 5.10)",4.949999999999999,4.949838016169672,282,12,7,1,0.5069489547156886,0.4972263299175003,0.5807153740228018,2411.4752667886187,487.1826631318106
"[5.10, 5.40)",5.25,5.245642549821807,208,9,6,0,0.5160069498260061,0.4965500522915729,0.5210378839696904,1757.4827713667055,335.03670039934514
"[5.40, 5.70)",5.550000000000001,5.533862915768934,152,2,8,0,0.5269978060113147,0.5090196655192327,0.5240736594954468,1203.796407905295,217.53274814145385
"[5.70, 6.00)",5.85,5.842854387748092,78,1,3,0,0.5204764299664274,0.5089396056659233,0.5340135000792466,720.1190718132129,123.24782101762348
"[6.00, 6.30)",6.15,6.124142249929164,42,1,2,0,0.5037288582047785,0.5153211389944037,0.6152695693973054,410.9589696220699,67.10473938237202
"[6.30, 6.60)",6.449999999999999,6.416934028921003,38,0,1,0,0.5395616146221017,0.5030647093640039,0.6484227477300456,408.4294421766246,63.64868959784231
"[6.60, 6.90)",6.75,6.690264016389848,16,0,0,0,0.543249355175727,0.5135069370441157,0.0,197.04436506438472,29.452404954672087
"[6.90, 7.50)",7.2,7.13515053476606,14,0,0,0,0.5384146274103199,0.4826828937529739,0.0,185.5300773814196,26.002265330972804
"[7.50, 8.70)",8.1,7.861184310913087,10,0,0,0,0.5129410978124559,0.5207021211327174,0.0,153.25705708586705,19.495415833605616
