Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.3446113373688915,665,64,34,2,0.5208139414829137,0.4965135303592425,0.5362173863954734,3873.8623184432236,891.6476107133774
"[4.50, 4.80)",4.65,4.6418467414758995,507,32,17,0,0.5076882645646646,0.4946238357011951,0.5341793847726655,3693.641910869649,795.7268123193651
"[4.80, 5.10)",4.949999999999999,4.941139351968487,351,10,5,0,0.5122884711614517,0.5021949423654803,0.5355773387253491,3086.2595239687666,624.6048338505653
"[5.10, 5.40)",5.25,5.237818180947955,219,7,8,0,0.5084208717991521,0.4926453134664778,0.4935683512778922,1810.8808075681784,345.7318954207074
"[5.40, 5.70)",5.550000000000001,5.523366453988042,144,3,4,0,0.49912769959309494,0.5129431643530459,0.49885995981710873,1365.641102984376,247.2479626982455
"[5.70, 6.00)",5.85,5.840852022326407,96,1,2,0,0.5294449539008506,0.5012972107818345,0.49546190967467735,944.4067652601645,161.68989757833447
"[6.00, 6.30)",6.15,6.135158350837891,58,1,1,0,0.5296231938162379,0.4930882935797368,0.5951878587356777,614.9791581756167,100.23851431505884
"[6.30, 6.60)",6.449999999999999,6.437396973979716,49,0,0,0,0.5193698868306601,0.4904607301566959,0.0,607.3368127864765,94.34509247159411
"[6.60, 6.90)",6.75,6.74120506644249,17,1,0,0,0.5084577255579084,0.48128432395295495,0.0,212.1302826989807,31.467709498255537
"[6.90, 7.50)",7.2,7.197708730344419,27,0,0,0,0.543344997697238,0.5015055390777471,0.0,357.66987189157516,49.6921847342467
"[7.50, 8.70)",8.1,7.827600419521332,8,0,0,0,0.5180594628352246,0.4923899942020569,0.0,120.87570606945557,15.442242780814722
