Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.49036292023297,1,0,1,0,0,0,0.6494423005535318,0.5372552431127621,0.0,8.25847427473718,1.8391551911150896
"[4.50, 4.80)",4.65,4.649102049315518,7,3,9,1,0,0,0.5586240106285857,0.5757341011912047,0.0,31.342264045515382,6.741573687359662
"[4.80, 5.10)",4.949999999999999,4.995216772411592,38,3,41,9,3,1,0.5349194481754321,0.5310245401207989,0.3663374098526936,269.42885598941257,53.93737014126369
"[5.10, 5.40)",5.25,5.2368522240273485,48,8,72,7,5,1,0.46835292658530503,0.48496272585298905,0.40490674480174466,316.18121775159614,60.37619627701469
"[5.40, 5.70)",5.550000000000001,5.5144609483598375,54,5,66,8,6,1,0.48599640481596684,0.46357303675671385,0.38134073955942255,426.2461293543186,77.29606453756767
"[5.70, 6.00)",5.85,5.826291118856442,39,7,37,1,3,1,0.49474324596278074,0.5223490416000376,0.41033077084569375,293.0268643232917,50.293893378401194
"[6.00, 6.30)",6.15,6.148717044891366,36,3,27,1,1,0,0.475735953064584,0.47060537138705916,0.3953843582123871,394.67458935205923,64.18812029738348
"[6.30, 6.60)",6.449999999999999,6.43794822608927,22,1,15,0,0,1,0.47536719594549864,0.4571845030687829,0.38950312581264634,326.4352327305166,50.70485522198888
"[6.60, 6.90)",6.75,6.728292228827001,6,0,12,0,0,0,0.5021450072454622,0.5216177802410984,0.0,75.07960203884612,11.15879029706404
"[6.90, 7.50)",7.2,7.134205978013504,14,0,9,0,0,0,0.43219811237006234,0.5026181168082409,0.0,196.5794401692364,27.554494610200937
"[7.50, 8.70)",8.1,7.914005756378172,0,0,1,0,0,0,0.45124218529232446,0.0,0.0,-0.2523759180848141,-0.031889781970579886
