Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.3534613590990086,626,97,624,83,31,4,0.517982289235784,0.5082938113796771,0.47931132599709614,3966.2292915603257,911.0519112040944
"[4.50, 4.80)",4.65,4.643149151937016,577,48,542,44,16,0,0.504513140492634,0.49739202249496356,0.5526146239028289,4598.6303264225,990.4119329235969
"[4.80, 5.10)",4.949999999999999,4.946565893667216,464,36,400,24,12,2,0.5114799518130959,0.4966560594238179,0.5159163247656119,4015.2907187529445,811.7329891214982
"[5.10, 5.40)",5.25,5.2412519508560536,290,13,283,11,4,1,0.5164156929345715,0.4993312506689333,0.3752594265052032,2782.5322474638106,530.890763037892
"[5.40, 5.70)",5.550000000000001,5.532799902436327,201,6,147,3,9,0,0.5221178075498566,0.5139534688843506,0.5552222865283912,1894.7066656758282,342.4498805462869
"[5.70, 6.00)",5.85,5.841573735095014,136,3,110,2,2,0,0.5212829215263732,0.49852494716729795,0.6176734901214838,1502.541558963836,257.2152004068467
"[6.00, 6.30)",6.15,6.119958739973137,77,1,68,0,2,0,0.5346534683808666,0.5166544599333797,0.5861416343461794,846.5433090950656,138.3250026778418
"[6.30, 6.60)",6.449999999999999,6.462346401670705,45,1,43,1,4,0,0.5480852217211323,0.5002868193899525,0.5202283776136507,460.098714969562,71.1968511701281
"[6.60, 6.90)",6.75,6.72555435244859,32,1,20,0,0,0,0.5421146121289199,0.5070450645706761,0.0,407.6201474028979,60.60766533757839
"[6.90, 7.50)",7.2,7.191257054177202,30,1,19,0,0,0,0.5189703171979839,0.49407316533423673,0.0,418.30771319506573,58.168927913942724
"[7.50, 8.70)",8.1,7.781512757296463,8,0,8,0,0,0,0.5009230186003563,0.5038382349675208,0.0,121.76741619780421,15.648296159847195
