Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.372618379216118,84,27,1,3,0.5286205824663386,0.5171505294497073,0.452986349303114,556.3494858638512,127.23485966858793
"[4.50, 4.80)",4.65,4.657599646741104,167,34,8,3,0.5080816118019689,0.49129810798209644,0.5656424669648874,1038.2458144623627,222.91435357455367
"[4.80, 5.10)",4.949999999999999,4.917458791449435,232,41,12,3,0.49221209719599346,0.4962032824757043,0.44672366743473063,1472.7202063348752,299.48806259356303
"[5.10, 5.40)",5.25,5.250840532348417,205,21,10,1,0.4846304845942963,0.49507603270751754,0.508552889622463,1585.1300651571153,301.88120461700106
"[5.40, 5.70)",5.550000000000001,5.522142456869744,113,6,4,3,0.4775924125838792,0.5415320533023686,0.6553437236144415,1200.1445868284713,217.3331449165076
"[5.70, 6.00)",5.85,5.835277915375106,94,2,2,1,0.48771785175341675,0.4979765773353866,0.6694971358565931,1062.4184401512593,182.0681817659347
"[6.00, 6.30)",6.15,6.137878161682441,67,1,4,0,0.48757254721409005,0.5231153464309759,0.4907041173167875,610.9263519301485,99.53380237229875
"[6.30, 6.60)",6.449999999999999,6.466642028316874,35,0,2,0,0.5321684395252279,0.4876068728243863,0.6314839955578255,335.277740442298,51.84727080517916
"[6.60, 6.90)",6.75,6.748345077037811,16,0,0,0,0.515218438675096,0.48544307439166695,0.0,209.56843375066902,31.054789190279397
"[6.90, 7.50)",7.2,6.911818031391893,13,0,1,0,0.48564156125964053,0.4977947031661517,0.4731476687167734,120.80936352001955,17.478666679494616
"[7.50, 8.70)",8.1,7.632147153218586,3,0,0,0,0.5078156255509577,0.4635155598341908,0.0,45.088099514098495,5.907655946476896
