Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.391898811830638,363,58,23,3,0.5147447503990347,0.5157133580732798,0.4894450459582066,1813.4698195474743,412.91247755127154
"[4.50, 4.80)",4.65,4.652333413221462,402,64,18,7,0.5063327976930035,0.5025784003128703,0.5421545748458722,2690.73151231759,578.361710850474
"[4.80, 5.10)",4.949999999999999,4.94851386558156,315,27,12,3,0.5031704251457302,0.5037146177546907,0.6070249846762825,2509.8874994559706,507.2002560027187
"[5.10, 5.40)",5.25,5.243778570924748,243,28,6,0,0.5028082628983639,0.5012026957163459,0.4080851971872616,1903.3407486428284,362.9712282658746
"[5.40, 5.70)",5.550000000000001,5.554595822926872,180,11,7,1,0.4906794954049826,0.49366883570849523,0.5194919794612888,1631.1220415213068,293.65269652721963
"[5.70, 6.00)",5.85,5.839109309787743,89,8,0,1,0.5152913079994692,0.5043045595387727,0.44277571850678715,975.8315429204874,167.1199306518822
"[6.00, 6.30)",6.15,6.1436756928761795,60,0,1,1,0.5239494354759588,0.49889504226258385,0.0,703.5422058193719,114.5148671560179
"[6.30, 6.60)",6.449999999999999,6.473402250820643,38,3,2,0,0.5455042537202487,0.5098263048464001,0.4356190747169633,284.7005520131105,43.980049590927024
"[6.60, 6.90)",6.75,6.754508239600746,26,1,1,0,0.5265126838527354,0.5123691313392656,0.5484818423144079,266.5881535924457,39.46818097422345
"[6.90, 7.50)",7.2,7.106843388598898,24,1,0,0,0.5310340346812341,0.5156463704926727,0.0,307.8096454512447,43.3117248573461
"[7.50, 8.70)",8.1,7.5981605052948,2,0,0,0,0.42577395283634334,0.4489347745189757,0.0,35.691053690244594,4.697328210607447
