Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.337800609673202,159,15,5,0,0.5135069338704465,0.5005172513199636,0.5514911747086548,1043.5577850276063,240.57301820201116
"[4.50, 4.80)",4.65,4.633773439230788,130,5,3,0,0.5084371582922553,0.5199035193224202,0.5684820534723816,1031.7333053793095,222.65510364498493
"[4.80, 5.10)",4.949999999999999,4.948086124041631,84,1,2,0,0.5230034676953553,0.4971739117673966,0.420014569612844,681.6890407813452,137.76822466148525
"[5.10, 5.40)",5.25,5.259270796722194,43,2,1,0,0.5190074877738332,0.5329191646319162,0.4707024285555328,366.3535757557405,69.65862567564841
"[5.40, 5.70)",5.550000000000001,5.581139574137596,25,0,1,0,0.5371131993819697,0.49919442065631137,0.6003267104413715,218.90998503576958,39.223169771667244
"[5.70, 6.00)",5.85,5.828938624438118,17,0,0,0,0.5215386716261056,0.4814249588879971,0.0,189.99925030772724,32.595857076131466
"[6.00, 6.30)",6.15,6.128295294443766,15,0,0,0,0.5385106501104797,0.4347666280136286,0.0,170.70122828173865,27.854602312735377
"[6.30, 6.60)",6.449999999999999,6.475062587044456,11,0,0,0,0.5516014866495962,0.4718018644686497,0.0,129.12526557916078,19.94193320038626
"[6.60, 6.90)",6.75,7.742923619908341,4,0,1,0,0.4475115351297956,0.5303169876910182,0.5645598770968974,8.923661358032554,1.1524924945776736
"[6.90, 7.50)",7.2,7.1679649353027335,3,0,0,0,0.4488503376585826,0.4396215723562602,0.0,47.90883063179315,6.683742326338509
"[7.50, 8.70)",8.1,8.069806098937988,2,0,0,0,0.4539440070076602,0.5277720959816957,0.0,35.554191593509955,4.405829725969376
