Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.3414750012154,712,97,653,76,37,6,0.5142108424949148,0.5034108557179728,0.5357710072097,4722.440057058507,1087.7501438420018
"[4.50, 4.80)",4.65,4.642062451996015,577,46,494,37,19,2,0.5128300391050251,0.5002746470743981,0.4979928886500092,4545.095880584355,979.1113169169091
"[4.80, 5.10)",4.949999999999999,4.933969291205359,456,19,400,19,14,0,0.5144244935570461,0.4979023977650059,0.5156773166897772,4005.2283748640816,811.7659714670847
"[5.10, 5.40)",5.25,5.24273935861652,263,11,244,6,9,1,0.5167108472557945,0.5082949723435587,0.5324720572599749,2404.1458825780933,458.56673737305744
"[5.40, 5.70)",5.550000000000001,5.526957294110842,186,3,180,4,4,0,0.5090494473876632,0.49494900210088,0.4579003623589274,1917.7414850197747,346.97960975077416
"[5.70, 6.00)",5.85,5.85128815679436,130,4,94,2,4,1,0.5192790237295248,0.50500795313284,0.4610271553983701,1367.4860811685444,233.70684275404483
"[6.00, 6.30)",6.15,6.152832508358543,69,1,82,1,2,0,0.5336188924049493,0.5239790558109643,0.5872025780200502,742.3968540070902,120.65936347179185
"[6.30, 6.60)",6.449999999999999,6.426270534489499,56,3,47,0,0,0,0.5264127240872568,0.5221574724630541,0.0,644.0225509556311,100.2171551134039
"[6.60, 6.90)",6.75,6.707943806515537,28,1,24,0,0,0,0.5349392674840976,0.4834420880492305,0.0,370.3046296876701,55.20389561522371
"[6.90, 7.50)",7.2,7.133565921112329,27,0,20,1,1,0,0.49859773288209314,0.5283431427330184,0.49843765175909,331.50573079500873,46.471250768692336
"[7.50, 8.70)",8.1,7.776417064371626,6,0,8,0,1,0,0.5386790390705591,0.5157110063248502,0.5270158990055794,58.77889068403095,7.558608315046768
