Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.348623402951719,561,56,477,42,17,4,0.5121571941448175,0.4985523665903901,0.5798056568803851,4153.2590398440625,955.0744350556894
"[4.50, 4.80)",4.65,4.635213778057148,364,22,379,14,6,1,0.5194447585629813,0.5029273448458749,0.5250092784278411,3015.3126279401367,650.5228825074831
"[4.80, 5.10)",4.949999999999999,4.9436834892910895,291,4,241,7,5,0,0.5207371750886973,0.5058477622894798,0.5208333836562338,2676.303987644574,541.3582793967154
"[5.10, 5.40)",5.25,5.230870164941634,162,2,153,4,2,0,0.5320448278403624,0.4999497588388603,0.4518365861143321,1605.8394603727693,306.99279655905724
"[5.40, 5.70)",5.550000000000001,5.537242488672852,128,6,90,3,3,0,0.5122094333438175,0.49749910890749494,0.5333996363466648,1280.956535506009,231.33473712346384
"[5.70, 6.00)",5.85,5.857166745208228,64,1,59,0,3,0,0.5263230038881834,0.5356137526928044,0.5031991368986694,608.4088997640986,103.8742665576049
"[6.00, 6.30)",6.15,6.117378363303292,46,0,42,0,4,0,0.5416626235585046,0.513502411810683,0.6467159404343434,464.1622287474122,75.87600458585524
"[6.30, 6.60)",6.449999999999999,6.451474411093839,30,0,22,0,1,0,0.5525406376734073,0.4884309633071854,0.49257580200491835,365.9023055890772,56.71607484947599
"[6.60, 6.90)",6.75,6.720356364585429,18,0,16,0,0,0,0.5443520147088499,0.5190132106363038,0.0,230.2275550759879,34.258236109208234
"[6.90, 7.50)",7.2,7.104365600729954,18,0,14,0,0,0,0.5436597190620206,0.5197539453485209,0.0,243.40415244211016,34.26120868795112
"[7.50, 8.70)",8.1,7.6583046479664265,5,0,5,0,0,0,0.5079846921376069,0.5289217496257956,0.0,71.31073180623913,9.311555897058087
