Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.360558596671411,398,62,363,58,23,3,0.5147447503990347,0.5157133580732798,0.4894450459582066,2441.1577734428656,559.8268477131115
"[4.50, 4.80)",4.65,4.653293227069444,415,52,402,64,18,7,0.5063327976930035,0.5025784003128703,0.5421545748458722,3124.0930077285634,671.3724786469255
"[4.80, 5.10)",4.949999999999999,4.941595783044009,347,45,315,27,12,3,0.5031704251457302,0.5037146177546907,0.6070249846762825,2772.886858245027,561.1318650868964
"[5.10, 5.40)",5.25,5.240501467392279,270,21,243,28,6,0,0.5028082628983639,0.5012026957163459,0.4080851971872616,2414.4345611186513,460.725863000301
"[5.40, 5.70)",5.550000000000001,5.53924792261068,185,9,180,11,7,1,0.4906794954049826,0.49366883570849523,0.5194919794612888,1817.1493599345001,328.04983371787176
"[5.70, 6.00)",5.85,5.823972959358011,112,8,89,8,0,1,0.5152913079994692,0.5043045595387727,0.44277571850678715,1214.6447379179465,208.55947415865737
"[6.00, 6.30)",6.15,6.146003014120053,79,0,60,0,1,1,0.5239494354759588,0.49889504226258385,0.0,963.0913904677329,156.702069337599
"[6.30, 6.60)",6.449999999999999,6.421887622953129,44,0,38,3,2,0,0.5455042537202487,0.5098263048464001,0.4356190747169633,488.2933956850739,76.03580510188534
"[6.60, 6.90)",6.75,6.731674779830901,16,1,26,1,1,0,0.5265126838527354,0.5123691313392656,0.5484818423144079,167.49445597183603,24.881543070629963
"[6.90, 7.50)",7.2,7.154590249811839,30,0,24,1,0,0,0.5310340346812341,0.5156463704926727,0.0,411.7906733504967,57.55615052327092
"[7.50, 8.70)",8.1,7.587200499826929,5,0,2,0,0,0,0.42577395283634334,0.4489347745189757,0.0,83.98940483932697,11.069880760531218
