Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.35055126948676,300,34,229,26,4,1,0.5104202206137223,0.5059803982952169,0.5343332213744626,2212.5221717492223,508.5613373337481
"[4.50, 4.80)",4.65,4.640607076532961,196,11,178,9,5,0,0.5391339887767583,0.5125938387113246,0.5146587625994244,1562.1423445719317,336.62456631407423
"[4.80, 5.10)",4.949999999999999,4.925077476039825,141,4,110,3,4,0,0.5300319548227991,0.5031295623706433,0.4721288454900864,1241.840137453992,252.14631515858616
"[5.10, 5.40)",5.25,5.226016812767394,70,1,91,2,5,0,0.5305946117399933,0.5154231307288581,0.44066120287277555,566.3022619777757,108.36212018956269
"[5.40, 5.70)",5.550000000000001,5.555589202598642,63,1,55,1,0,0,0.5295205286456051,0.48897331282687645,0.0,696.2753609614372,125.32880592318678
"[5.70, 6.00)",5.85,5.830718825498505,42,0,31,1,0,0,0.5134270530474933,0.5113381676328711,0.0,474.01763264426006,81.29660284274354
"[6.00, 6.30)",6.15,6.103524188701569,26,0,23,1,1,0,0.5197194142348707,0.5624578265790027,0.6328631260348302,258.7917882196837,42.40038709091078
"[6.30, 6.60)",6.449999999999999,6.354066285617683,7,0,9,0,1,0,0.4901879060661762,0.5596944947687489,0.5880210462746644,55.79627361927394,8.781191619855749
"[6.60, 6.90)",6.75,6.7369845595293825,9,0,9,0,0,0,0.5110722322201177,0.5133815230797203,0.0,116.39766553759384,17.277413137744357
"[6.90, 7.50)",7.2,7.177018125256131,5,0,15,0,0,0,0.5627517953756206,0.5462441760089921,0.0,62.941398493267144,8.769853634864676
"[7.50, 8.70)",8.1,7.873049009724435,5,0,5,0,0,0,0.5180843843979359,0.5730507339690473,0.0,67.60078440818423,8.586353815997688
