Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.339129716685697,175,17,159,15,5,0,0.5135069338704465,0.5005172513199636,0.5514911747086548,1272.1659775417406,293.184592442524
"[4.50, 4.80)",4.65,4.655755085425635,139,9,130,5,3,0,0.5084371582922553,0.5199035193224202,0.5684820534723816,1097.6752545832924,235.76739636057155
"[4.80, 5.10)",4.949999999999999,4.957726209970452,85,5,84,1,2,0,0.5230034676953553,0.4971739117673966,0.420014569612844,738.373038093973,148.93380691516117
"[5.10, 5.40)",5.25,5.25024540336716,59,1,43,2,1,0,0.5190074877738332,0.5329191646319162,0.4707024285555328,542.7367286299785,103.37359245758363
"[5.40, 5.70)",5.550000000000001,5.533485222338447,42,1,25,0,1,0,0.5371131993819697,0.49919442065631137,0.6003267104413715,432.01064641219534,78.0720701427351
"[5.70, 6.00)",5.85,5.846499004948808,25,0,17,0,0,0,0.5215386716261056,0.4814249588879971,0.0,300.8615297305027,51.46011817941582
"[6.00, 6.30)",6.15,6.143081658694467,10,1,15,0,0,0,0.5385106501104797,0.4347666280136286,0.0,124.70414440051346,20.29993272578696
"[6.30, 6.60)",6.449999999999999,6.4636181789451275,7,0,11,0,0,0,0.5516014866495962,0.4718018644686497,0.0,94.0441701790252,14.549771904127752
"[6.60, 6.90)",6.75,6.809253807523286,4,0,4,0,1,0,0.4475115351297956,0.5303169876910182,0.5645598770968974,25.934846088250264,3.8087647811858387
"[6.90, 7.50)",7.2,7.009911776164491,3,1,3,0,0,0,0.4488503376585826,0.4396215723562602,0.0,31.216455952143203,4.453188135446613
"[7.50, 8.70)",8.1,7.902722536866762,1,0,2,0,0,0,0.4539440070076602,0.5277720959816957,0.0,14.472708486893572,1.8313572847050315
