Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.369537353515625,2,1,0,0,0.8711859637210058,0.35017450666354943,0.0,5.015619552514914,1.1478605506094293
"[4.50, 4.80)",4.65,4.625336941641643,39,5,4,1,0.5109870685963368,0.5031038465146968,0.4830328253911061,181.4894419548123,39.23810183878136
"[4.80, 5.10)",4.949999999999999,4.9424484038113565,83,21,4,2,0.49306634893239215,0.4643418295066307,0.6403437186290419,553.6281670567639,112.01496137619463
"[5.10, 5.40)",5.25,5.2500527720850085,97,17,6,1,0.5069382799113404,0.48682298503600047,0.4415011803607163,567.1652093665886,108.03038254820137
"[5.40, 5.70)",5.550000000000001,5.524241795341381,78,17,3,0,0.5218950516529848,0.49239153141005093,0.4728811708761733,491.6348070476381,88.9958885330175
"[5.70, 6.00)",5.85,5.866580720256462,54,4,4,0,0.5054529205501018,0.4749894485812619,0.4576264826529407,354.93189445766535,60.50064106884891
"[6.00, 6.30)",6.15,6.079926275884849,39,2,2,1,0.5133762289590893,0.4800027713443009,0.4489079069299076,378.65912158851177,62.28021597735627
"[6.30, 6.60)",6.449999999999999,6.41457489373469,25,0,1,0,0.4610293923552505,0.45257103563275425,0.6373141703499402,303.5983945535943,47.32946447474299
"[6.60, 6.90)",6.75,6.724625428517659,5,2,0,0,0.39600477017265034,0.49688915465994227,0.0,50.943518374179085,7.5756663201103835
"[6.90, 7.50)",7.2,7.125420570373534,7,0,0,0,0.4633763930008351,0.502887209282438,0.0,107.64023533785169,15.106509752617857
"[7.50, 8.70)",8.1,7.731409629185994,6,0,0,0,0.44356073014623637,0.568437488050876,0.0,104.58197631657401,13.526896301261557
