Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.360989954543003,71,19,84,27,1,3,0.5286205824663386,0.5171505294497073,0.452986349303114,470.92541430442566,107.98589751710972
"[4.50, 4.80)",4.65,4.652439228483694,202,22,167,34,8,3,0.5080816118019689,0.49129810798209644,0.5656424669648874,1603.312531604778,344.61761946051763
"[4.80, 5.10)",4.949999999999999,4.952596764550273,229,32,232,41,12,3,0.49221209719599346,0.4962032824757043,0.44672366743473063,1735.5105390196727,350.4243574688173
"[5.10, 5.40)",5.25,5.254610080863552,202,22,205,21,10,1,0.4846304845942963,0.49507603270751754,0.508552889622463,1692.4897692016175,322.0961675853731
"[5.40, 5.70)",5.550000000000001,5.547500760629927,127,18,113,6,4,3,0.4775924125838792,0.5415320533023686,0.6553437236144415,1081.4908648127803,194.95100793640546
"[5.70, 6.00)",5.85,5.838709152414121,117,6,94,2,2,1,0.48771785175341675,0.4979765773353866,0.6694971358565931,1267.8606836937267,217.14742943986283
"[6.00, 6.30)",6.15,6.126820550706488,60,4,67,1,4,0,0.48757254721409005,0.5231153464309759,0.4907041173167875,542.2938552469789,88.51146377780668
"[6.30, 6.60)",6.449999999999999,6.448584637562009,34,1,35,0,2,0,0.5321684395252279,0.4876068728243863,0.6314839955578255,388.75088370314757,60.28468346972353
"[6.60, 6.90)",6.75,6.742295956329265,20,0,16,0,0,0,0.515218438675096,0.48544307439166695,0.0,274.76606671049,40.75259651759369
"[6.90, 7.50)",7.2,7.064094417203724,16,0,13,0,1,0,0.48564156125964053,0.4977947031661517,0.4731476687167734,193.9429583817309,27.454751724355063
"[7.50, 8.70)",8.1,7.776588804613287,8,0,3,0,0,0,0.5078156255509577,0.4635155598341908,0.0,133.5581516170217,17.17438776469592
