Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.428146826437421,32,4,32,9,0,1,0.666892628587778,0.6388276269803006,0.5228258224405762,209.1470412673876,47.231279689895196
"[4.50, 4.80)",4.65,4.661450659841167,97,17,99,16,6,1,0.6862425179769058,0.6673360941253235,0.6417595267347384,476.69715991522696,102.26369315072185
"[4.80, 5.10)",4.949999999999999,4.962602111214976,163,19,138,33,8,3,0.6926783840590082,0.6700899297677466,0.5145631447750566,957.3624870284442,192.9154233148981
"[5.10, 5.40)",5.25,5.236062260955356,139,20,136,13,5,2,0.6633463391157667,0.6739181144508513,0.5708080431150818,854.5338944395479,163.20162974602067
"[5.40, 5.70)",5.550000000000001,5.541579606571789,114,16,87,8,6,1,0.7085309802938535,0.686828094113865,0.6572391512050777,695.9053490141945,125.57887794103267
"[5.70, 6.00)",5.85,5.822884590208972,71,4,78,6,5,0,0.7042858071377361,0.676127565598296,0.7524323632295364,489.6010150663507,84.08221174254459
"[6.00, 6.30)",6.15,6.139048016406595,58,2,52,4,0,0,0.6606397120586918,0.7025392804597951,0.0,482.9294521168534,78.66520197043992
"[6.30, 6.60)",6.449999999999999,6.447037793469969,29,2,28,0,1,0,0.7160313333904631,0.6834587024704729,0.6810920069967656,231.7740527188633,35.9504721615904
"[6.60, 6.90)",6.75,6.755411415319828,26,0,10,0,0,0,0.7270699346817746,0.710828147621585,0.0,245.75589462802276,36.37911587008616
"[6.90, 7.50)",7.2,7.061553122460376,11,1,11,1,0,0,0.6864343229930018,0.7576850255553599,0.0,91.71855912250378,12.988440011982425
"[7.50, 8.70)",8.1,7.813210041505077,1,0,7,0,0,0,0.7791338425410123,0.6627017437482171,0.0,10.779699035365551,1.3796760842345193
