Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.348035940308642,184,48,12,4,0.688744802170993,0.6733472736086619,0.7275192692960648,648.1961203905828,149.07791225492286
"[4.50, 4.80)",4.65,4.652666340351459,284,44,20,5,0.6747323382484295,0.6784344579438988,0.6139250583821169,1154.7616542762476,248.1935238427215
"[4.80, 5.10)",4.949999999999999,4.955745405620999,273,39,7,8,0.696756182015273,0.6706084326645935,-0.5469737027464134,1664.3475219139054,335.8420148109582
"[5.10, 5.40)",5.25,5.237139710309506,208,21,10,2,0.6788839344138602,0.68053395732701,0.6380074558823743,1153.6439336856724,220.28129809382037
"[5.40, 5.70)",5.550000000000001,5.539112817554519,144,11,3,0,0.6867793437486768,0.6879616067934579,0.6676601009296013,963.1816662610175,173.8873530808957
"[5.70, 6.00)",5.85,5.832745338904895,106,7,2,1,0.7032806464261762,0.6688314491555272,0.5457081249657197,774.0406711248381,132.7060631229556
"[6.00, 6.30)",6.15,6.157889310743136,56,1,4,0,0.7133094046563785,0.7034090573832621,0.6289069515696923,302.48059008728205,49.12082287019521
"[6.30, 6.60)",6.449999999999999,6.438079558478461,46,1,1,1,0.7073903736922097,0.6907390525255772,0.0,409.55261890174813,63.61409721357023
"[6.60, 6.90)",6.75,6.760846552233053,21,1,1,0,0.7370841983726512,0.7698960710091711,0.7386326091640566,143.17508346846353,21.17709407576688
"[6.90, 7.50)",7.2,7.141437217688876,10,1,1,0,0.6867365858824505,0.6658062699936584,0.747856317049499,51.576049105564095,7.2220825491280065
"[7.50, 8.70)",8.1,7.633573691050212,6,0,0,0,0.7673507866267463,0.7278780667575968,0.0,59.68775030210524,7.819109727346265
